author_id,created_at.x,id,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,created_at.y,username,verified,name,url,description
1090720902717849620,2021-04-21T02:41:26.000Z,1384698763961421825,es,@SylviaEyzaguirr @javiparada @ignaciobriones_ Y respecto de Ignacio Briones no puede hacer cómo si no fue parte del gobierno. Es parte de la pega,0,0,0,0,2019-01-30T21:18:22.000Z,paula55628232,FALSE,cilantro,"",pebre lover
1090720902717849620,2021-04-21T02:40:03.000Z,1384698414953291776,es,@SylviaEyzaguirr @javiparada @ignaciobriones_ Y entiendo que para personas de grupos más privilegiados sentirse ofendidos es esperable porque en la literatura se describe que uno es más ciego a los privilegios pero hay que explicar y responder es parte de la pega @Censelio,0,0,0,0,2019-01-30T21:18:22.000Z,paula55628232,FALSE,cilantro,"",pebre lover
1090720902717849620,2021-04-21T02:37:11.000Z,1384697695806369793,es,@SylviaEyzaguirr @javiparada @ignaciobriones_ Estoy de acuerdo que el bullying no esta ok pero si exigir porque se toman decisiones. Sin embargo querer ofender mi impresión es que personas de derecha se ofenden más cuando se interpela y si está en política hay que explicar. Y la ciudadanía tiene derecho a exigir respuesta,0,0,0,0,2019-01-30T21:18:22.000Z,paula55628232,FALSE,cilantro,"",pebre lover
1090720902717849620,2021-04-21T02:44:36.000Z,1384699560929419268,es,@SylviaEyzaguirr @javiparada @ignaciobriones_ Y cuando leo el tweet es un ninguneo a Javiera parada si ella tiene buenas razones que las transmita. Pero eso no tiene que ver con romper consignas,0,0,0,0,2019-01-30T21:18:22.000Z,paula55628232,FALSE,cilantro,"",pebre lover
1098404732438306816,2021-04-21T02:21:31.000Z,1384693751143034883,es,"@koke1965 @SylviaEyzaguirr @javiparada @ignaciobriones_ Pero la derecha pone la pistola en la mesa, a través de los milicos.",0,1,0,0,2019-02-21T02:11:10.000Z,Nikovaldivia32,FALSE,Niko,"","Informático, extraño Valdivia, patiperro de paso por Santiago"
1098404732438306816,2021-04-21T01:08:21.000Z,1384675340417699844,es,"@SylviaEyzaguirr @javiparada @ignaciobriones_ La derecha critica la censura, cuando es para ellos, y censura la crítica, cuando es para ellos. Manual del fascismo.",0,1,0,0,2019-02-21T02:11:10.000Z,Nikovaldivia32,FALSE,Niko,"","Informático, extraño Valdivia, patiperro de paso por Santiago"
1119435267180515328,2021-04-21T01:27:14.000Z,1384680091742056448,es,Quién sacó esta foto tan nítida de nuestro parlamento...? ⁦@AdrianaValdes8⁩ ⁦@SylviaEyzaguirr⁩ ⁦@ana_josefa⁩ ⁦@MauricioRojasmr⁩ ⁦@pallards⁩ ⁦@patriciapolitz⁩ ⁦@kebensperger⁩ ⁦@barbarabricenok⁩ ⁦@mcubillossigall⁩ ⁦⁦ https://t.co/baAUfjcQBS,0,0,0,0,2019-04-20T02:59:00.000Z,Eduardo18735564,FALSE,Explorador,"","Vibro con el universo, la música, el cine, el teatro, la amistad y la conversación."
1119435267180515328,2021-04-20T20:54:19.000Z,1384611410882273284,und,@soledadalvear @allamand @HeraldoMunoz @jg_valdes @amorenocharme @VieragalloQ @maylwino @SylviaEyzaguirr @JorgeTarud @sergiobitar @robertoampuero @conystipicic @PatoFdez @mcubillossigall @barbarabricenok @xitorrescautivo @israelzipper @AdrianaValdes8 @mgraciavaldes @kebensperger https://t.co/bGJFyAJUCi,0,0,0,0,2019-04-20T02:59:00.000Z,Eduardo18735564,FALSE,Explorador,"","Vibro con el universo, la música, el cine, el teatro, la amistad y la conversación."
1119435267180515328,2021-04-21T00:19:12.000Z,1384662968428867588,und,@ipoduje @SylviaEyzaguirr @PatoFdez @soledadalvear @pallards @conystipicic @jg_valdes @AdrianaValdes8 @mgraciavaldes @barbarabricenok @carolinagoic @israelzipper @JorgeTarud @mcubillossigall @felipeharboe @patriciowalker @elvillegaschile @kebensperger @ccampete @meguiguren https://t.co/1qL10MsA5G,0,0,0,0,2019-04-20T02:59:00.000Z,Eduardo18735564,FALSE,Explorador,"","Vibro con el universo, la música, el cine, el teatro, la amistad y la conversación."
1119435267180515328,2021-04-20T20:41:24.000Z,1384608158983901192,und,@kikemujica @conystipicic @PatoFdez @patriciapolitz @PaolaBerlin @marcodelaparra @xitorrescautivo @jumastorga @tv_monica @ccampete @kebensperger @bdelamaza @meguiguren @israelzipper @ana_josefa @DMatamala @barbarabricenok @maxcolodro @SylviaEyzaguirr @melnicksergio @soledadalvear https://t.co/Ayd0wiDQln,0,0,0,0,2019-04-20T02:59:00.000Z,Eduardo18735564,FALSE,Explorador,"","Vibro con el universo, la música, el cine, el teatro, la amistad y la conversación."
