author_id,text,created_at.x,id,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,verified,location,url,username,created_at.y,name,description
115121693,@PDC_Chile @carolinagoic Políticos ladrones andan trastornados por quien le da el zarpazo  a los fondos acumulados,2021-04-20T23:11:35.000Z,1384645953567735814,es,0,0,0,0,FALSE,Chile,"",karlosFernan2,2010-02-17T17:40:47.000Z,Rasputin,"Dios es el creador de la Luz y la Oscuridad,me honra en darme la espada que por un lado blande la Luz y por el otro la Oscuridad,he vuelto Ángel y Demonio"
1177511762473603072,@Senado_Chile @carolinagoic @congresofuturo @adeurresti @jacoloma @guidogirardi @chahuan https://t.co/qur2GOMUmc $IN #DDHH #Neuroderechosya de 550 días del #18oct2019 pruebas como querer ayudar a @sebastianpinera nos hacen males o asi nos venden almas? @GobiernodeChile asuste en #PandemiaCovid19 ningún salvo conducto por no credencial ni @senadis_gob ayuda q creer🤔,2021-04-20T03:16:43.000Z,1384345257572188160,es,1,0,1,1,FALSE,Chile,https://t.co/eqdaI37rz8,Adhrstudio1,2019-09-27T09:14:27.000Z,DIOS+MIEDO🙏🕊️🌏⏭️🇨🇱⏳🌱,"DIOS EXISTE, EL AMOR  TAMBIÉN,NOSOTROS EN HUMANIDAD  VES+56987793925 Help PAZ, VIOLADO POR DDHH SALUD Y ECONOMÍA Y EMOCIONES 😢🌎🙏🌱❤💛
🙏  ASPERGER+? SENTÍR"
1181051005,@carolinagoic https://t.co/2ZN6OPMpD6,2021-04-21T00:14:37.000Z,1384661818484854798,und,0,0,0,0,FALSE,"","",pavilar01,2013-02-15T03:59:20.000Z,#YoApruebo #ConvencionConstituyente,"Si no le gusta mi cuenta tiene 3 opciones:
1) Bloquearme
2) Silenciarme
3) O Simplemente ignorarme. 
Yo por mi parte Bloqueo a la primera agresión...."
1185249864772411396,@BianchiPrensa @carolinagoic @senadorquintana @SenadoresDC @guillier @guidogirardi los chilenos exigimos la acusación constitucional a Piñera de forma urgente. #Retirodel10xcientoSinTC #ElPeorGobiernoDeLaHistoria https://t.co/YkRIuAU8Q3,2021-04-20T22:58:31.000Z,1384642666802073604,es,0,0,0,0,FALSE,"","",AlexPre56955863,2019-10-18T17:43:14.000Z,Alex Pérez,""
120396105,#TercerRetiroAfpONoHayVotos @sebastianpinera #LaVariantePiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/Hlr9ua7ic8 https://t.co/1MjdalTwcw,2021-04-21T06:03:42.000Z,1384749667477557253,und,0,0,0,0,FALSE,chile,"",blaskhufu,2010-03-06T09:16:34.000Z,tommy shelby,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos."
120396105,@JaimeColomaT #TercerRetiroAfpONoHayVotos @sebastianpinera #LaVariantePiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/W1ncg9V3IP,2021-04-21T06:03:02.000Z,1384749497427836928,und,0,0,0,0,FALSE,chile,"",blaskhufu,2010-03-06T09:16:34.000Z,tommy shelby,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos."
120396105,@Pablo_Maltes #TercerRetiroAfpONoHayVotos @sebastianpinera #LaVariantePiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/xD7HGniNXR,2021-04-21T06:02:27.000Z,1384749350170075136,und,0,0,0,0,FALSE,chile,"",blaskhufu,2010-03-06T09:16:34.000Z,tommy shelby,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos."
120396105,#TercerRetiroAfpONoHayVotos @sebastianpinera #LaVariantePiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/S4EPDaFHYf https://t.co/YY7odLI4Hq,2021-04-21T06:02:07.000Z,1384749265910706178,und,0,0,0,0,FALSE,chile,"",blaskhufu,2010-03-06T09:16:34.000Z,tommy shelby,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos."
120396105,@FreckIed1 #TercerRetiroAfpONoHayVotos @sebastianpinera #LaVariantePiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/KZQngSi7Ja,2021-04-21T06:01:30.000Z,1384749112009150465,und,0,0,0,0,FALSE,chile,"",blaskhufu,2010-03-06T09:16:34.000Z,tommy shelby,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos."
120396105,#TercerRetiroAfpONoHayVotos @sebastianpinera #LaVariantePiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/eLp7PRk3Pl,2021-04-21T05:13:08.000Z,1384736940986097666,und,0,0,0,0,FALSE,chile,"",blaskhufu,2010-03-06T09:16:34.000Z,tommy shelby,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos."
