author_id,text,id,lang,created_at.x,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,location,name,url,created_at.y,description,verified,username
100882564,"@presidencia_cl va arder Troya,,,solo por la soberbia de un rico!!!!",1384653016696037377,es,2021-04-20T23:39:39.000Z,0,0,0,0,"",ROSA DIAZ,"",2010-01-01T02:15:19.000Z,"Sueño con un país más justo... Mamá de 2 hijos, trabajadora del sector pecuario.. 🤘💙❤️",FALSE,rosadiazgodoy
1018311056043773953,"@biobio @sebastianpinera 
@presidencia_cl 
@Segpres 
El presidente se auto destruye... 
patético!",1384720778135019520,es,2021-04-21T04:08:55.000Z,0,0,0,0,"",Hans Schweinsteiger,"",2018-07-15T01:47:29.000Z,"Independiente, observador, minucioso, incisivo e irónico.",FALSE,SchweinsteigHan
106156139,@biobio Broma que no se lo veía venir ... @presidencia_cl,1384712391364124672,es,2021-04-21T03:35:35.000Z,0,0,0,0,Chile,Pucha que cuesta...,"",2010-01-18T17:37:48.000Z,luchar sin agredir,FALSE,moninora2006
106156139,"Que alguien le diga al presidente que ir al TC por el 10% y ganar le costará otra gran quema de Chile 🥴
Que salga de ahí por favor 🙏 
@Segpres @presidencia_cl @preside
@min_interior",1384555093647925256,es,2021-04-20T17:10:32.000Z,1,0,1,0,Chile,Pucha que cuesta...,"",2010-01-18T17:37:48.000Z,luchar sin agredir,FALSE,moninora2006
1064281023695986689,@presidencia_cl @sebastianpinera COMO PUEDE SER QUE @sebastianpinera PRESIDENTE QUE SE ENRIQUECIO ILICITAMENTE AHORA NOS QUIERA DEJAR A TODOS LOS CHILENOS EN LA MISERIA ACUDIENDO AL TC?? @Senado_Chile @Camara_cl @DiputadosDC @ContigoCHV @DiputadosRN @PPD_Chile @PSChile @Diputados_PC @PCdeChile @ivanmoreirab,1384504041670053888,es,2021-04-20T13:47:41.000Z,0,0,0,0,"Las Condes, Chile",RUMI,"",2018-11-18T22:15:44.000Z,START THE DAY WITH LOVE,FALSE,pabloiznikcom1
1064281023695986689,@GobiernodeChile @presidencia_cl @sebastianpinera 2 MESES DE CUARENTENA EN RENGO!!!! EL AÑO PASADO ESTUVIMOS 1 Y MEDIO!!!! @WHO @DrTedros @sebastianpinera @DrEnriqueParis @pdazan @PamJiles @ContigoCHV @alvarez_monse @ivanmoreirab @marcoporchile @pablovidalrojas @Camara_cl @Senado_Chile @mjossandon @BuenosDiasTVN @MuchoGustoMEGA,1384503624265523200,es,2021-04-20T13:46:01.000Z,0,0,0,0,"Las Condes, Chile",RUMI,"",2018-11-18T22:15:44.000Z,START THE DAY WITH LOVE,FALSE,pabloiznikcom1
1064281023695986689,@presidencia_cl @sebastianpinera 2 MESES DE CUARENTENA EN RENGO!!!! EL AÑO PASADO ESTUVIMOS 1 Y MEDIO!!!! @WHO @DrTedros @sebastianpinera @DrEnriqueParis @pdazan @PamJiles @ContigoCHV @alvarez_monse @ivanmoreirab @marcoporchile @pablovidalrojas @Camara_cl @Senado_Chile @mjossandon @BuenosDiasTVN @MuchoGustoMEGA,1384503549367832580,es,2021-04-20T13:45:43.000Z,0,0,0,0,"Las Condes, Chile",RUMI,"",2018-11-18T22:15:44.000Z,START THE DAY WITH LOVE,FALSE,pabloiznikcom1
1064281023695986689,@GobiernodeChile @presidencia_cl @sebastianpinera https://t.co/rBadmVAtLj,1384503239815610369,und,2021-04-20T13:44:29.000Z,0,0,0,0,"Las Condes, Chile",RUMI,"",2018-11-18T22:15:44.000Z,START THE DAY WITH LOVE,FALSE,pabloiznikcom1
1106546075484278784,@s_villarrealb @lun @RPS_Gob @ETefarikis @presidencia_cl @sebastianpinera @GobiernodeChile @MinDesarrollo @KarlaEnAccion @_alecandia 🤣🤣🤣,1384614323322974209,und,2021-04-20T21:05:54.000Z,0,0,0,0,"",@maryannabc,"",2019-03-15T13:21:57.000Z,positiva,FALSE,mantarrayadbc
114447203,"@Senado_Chile @Camara_cl @presidencia_cl ,miserables es pedir mucho entender lo que los mortales viven dia a dia. #estallido2021#por el pueblo https://t.co/4Dpy9hUiDv",1384642147446628354,es,2021-04-20T22:56:28.000Z,0,0,0,0,los andes,maria isabel,"",2010-02-15T12:52:36.000Z,"",FALSE,herreraguzman
1172876552675188741,@luislarrainlyd @ivanmoreirab @luislarrainlyd Y cuál sería la diferencia entre el primer retiro cuando ni el @presidencia_cl respeto la Constitución y no fue al @TRIBCONST_CHILE y los retiros 2 y 3.  Es inconstitucional siempre o solo cuando al @GobiernodeChile no le gusta 🤷‍♂️,1384714190368149505,es,2021-04-21T03:42:44.000Z,0,0,0,0,"",jjvelasquezvasquez,"",2019-09-14T14:16:41.000Z,Naci Chuncho 💙⚽️💙. Y aquí solo digo lo que pienso,FALSE,jjvelasquezvas1
1180938420,"@T13 #T13Central #TC #TercerRetiro10xCiento 
@sebastianpinera @presidencia_cl @clarroulet https://t.co/PjDj0bzkNw",1384673964547510273,und,2021-04-21T01:02:53.000Z,0,0,0,0,Santiago Chile,Andres Drouilly,"",2013-02-15T03:04:35.000Z,"Ciudadano de a Pie, q' vota informado, #TeleTrabajo y #ElectroMovilidad Ya! #CatLover ,sigo a @adnradiochile , #StarWars https://t.co/jbt8YQcOUh",FALSE,ADrouilly
1180938420,#Cacerolazo @sebastianpinera @presidencia_cl @GobiernodeChile @clarroulet #TC #TERCERRETIRO10XCIENTO https://t.co/7uEk8mgv76,1384670725336965122,und,2021-04-21T00:50:01.000Z,1,0,2,0,Santiago Chile,Andres Drouilly,"",2013-02-15T03:04:35.000Z,"Ciudadano de a Pie, q' vota informado, #TeleTrabajo y #ElectroMovilidad Ya! #CatLover ,sigo a @adnradiochile , #StarWars https://t.co/jbt8YQcOUh",FALSE,ADrouilly
1180938420,@T13 @mxperez #T13Central #Cacelorazo @sebastianpinera @clarroulet @presidencia_cl @GobiernodeChile https://t.co/1dI4Tm9Kep,1384674371227328513,und,2021-04-21T01:04:30.000Z,0,0,4,0,Santiago Chile,Andres Drouilly,"",2013-02-15T03:04:35.000Z,"Ciudadano de a Pie, q' vota informado, #TeleTrabajo y #ElectroMovilidad Ya! #CatLover ,sigo a @adnradiochile , #StarWars https://t.co/jbt8YQcOUh",FALSE,ADrouilly
118541425,#TerceRetiro10ciento #ElPeorPresidenteDeLaHistoria #PiñeraQlo @biobio @24HorasTVN @T13 @presidencia_cl @meganoticiascl @CNNChile @CHVNoticias @PamJiles https://t.co/2EBjXDP0xL,1384665335308161026,und,2021-04-21T00:28:36.000Z,18,2,25,0,Santiago de Chile,Stephano Schubiger,https://t.co/3H444g016q,2010-03-01T00:58:30.000Z,"Tecnico en Telecomunicaciones, Adm. Empresas y Marketing.",FALSE,sschubiger
118541425,@XuxaAlvarez @biobio @24HorasTVN @T13 @presidencia_cl @meganoticiascl @CNNChile @CHVNoticias @PamJiles Ahora mismo a cuadras de la moneda!,1384667173952659462,es,2021-04-21T00:35:54.000Z,1,0,0,0,Santiago de Chile,Stephano Schubiger,https://t.co/3H444g016q,2010-03-01T00:58:30.000Z,"Tecnico en Telecomunicaciones, Adm. Empresas y Marketing.",FALSE,sschubiger
118785442,@presidencia_cl @sebastianpinera @sebastianpinera maldito CTM  el pueblo está pasando hambre y miserias..... Nos vemos en las calles... https://t.co/2wb7h5Hk2p,1384640444756332545,es,2021-04-20T22:49:42.000Z,0,0,0,0,"",EN EL OASIS,"",2010-03-01T19:00:57.000Z,🇨🇱🇨🇱🇨🇱🇨🇱💪💪💪💪,FALSE,TORO30
119057870,@EligeVivirSano @ingrid_GCea @danigodoygabler @presidencia_cl @KarlaEnAccion @MinDesarrollo @MindepChile @ministeriosalud @pdazan @DrEnriqueParis @ceciperez1 @GobiernodeChile https://t.co/7ZwF8dG4Jp,1384665124196204545,und,2021-04-21T00:27:46.000Z,0,0,0,0,CHILE,Don trauco,https://t.co/TPHns1L5so,2010-03-02T14:58:20.000Z,Nacido puerto montt....exiliado en santiago.....#hijodeltemporal ..hincha de @dpm 🐬💪🏼🐬,FALSE,oteypablo
1193999905070735361,"Y estos son bienes de primera necesidad?. 
Starbucks, también? @katymartorell @DrEnriqueParis @presidencia_cl https://t.co/5S0pKgOuhs",1384619510720696322,es,2021-04-20T21:26:30.000Z,0,0,1,0,Chile,clasemediadverdad,"",2019-11-11T21:12:38.000Z,"❤️Chile. La fmlia lo + imp. Pro vida. No existe la derecha, solo patriotas y la izq radical terrorista. En 🇨🇱no hay racismo, hay terrorismo de la izq radical.",FALSE,clasemediadver1
1208051464234569728,"@mcubillossigall @sebastianpinera Como dice el Protocolo de comunicación política...
DESVIRTUAR LA REALIDAD Y MENTIR...

Pero al parecer se esta agotando el discurso.

@Camara_cl @Senado_Chile @presidencia_cl @congreso_prensa",1384702184558825472,es,2021-04-21T02:55:01.000Z,2,0,8,0,"",PUV,"",2019-12-20T15:48:24.000Z,"",FALSE,PUV12036220
1240803766200414211,"Excelente y extensa entrevista con Sandra Reyes para Antofagasta TV, quien sabe quizás por ahí la minería se interesa en apoyarnos @acouvecorrea @DrEnriqueParis @pdazan @presidencia_cl @sebastianpinera @olgabarbosa @min_ciencia @ministeriosalud @fame_uach  https://t.co/RC44Dc81Jr",1384581765407428608,es,2021-04-20T18:56:31.000Z,4,1,13,2,Valdivia Chile,Alejandro Rojas-Fernandez,"",2020-03-20T00:54:18.000Z,"Solidarista, biotecnólogo, esposo de Anne, Papá x3, Alpaca Friends x19 y porfiado!",FALSE,lab_arf
1243520156191645704,"@CNNChile @matiburgos Wns q no entienden nada de lo que pasa @presidencia_cl @sebastianpinera váyanse wn, nos tienen chato a todos 🤬🤬🤬",1384631077042540555,es,2021-04-20T22:12:28.000Z,0,0,6,0,"",Mauriciooo,"",2020-03-27T12:48:15.000Z,"",FALSE,Maurici31776495
124777353,"@lab_arf @acouvecorrea @DrEnriqueParis @pdazan @presidencia_cl @sebastianpinera @olgabarbosa @min_ciencia @ministeriosalud @fame_uach Hola Alejandro. Antes que nada, felicitaciones por el trabajo que están realizando con los escasos recursos disponibles.
Una consulta desde la absoluta ignorancia. ¿Qué los detiene para generar un proyecto de crowdfunding? Veo que lo mencionan como posibilidad desde diciembre.",1384591911374266373,es,2021-04-20T19:36:50.000Z,0,0,1,0,"Viña del Mar, Chile",Don Caco,"",2010-03-20T14:40:06.000Z,"Liberal, pero en serio (matrimonio igualitario, aborto libre, adopción homoparental, etc.). En los ratos libres soy ingeniero.",FALSE,Don__Caco
1255939359557038080,@GobiernodeChile @presidencia_cl @sebastianpinera https://t.co/JMu9KV6uQf,1384674907708137472,und,2021-04-21T01:06:38.000Z,0,0,0,0,"",Francisco,"",2020-04-30T19:17:52.000Z,"",FALSE,Francis59320797
1255939359557038080,@presidencia_cl https://t.co/JMu9KV6uQf,1384674863076499457,und,2021-04-21T01:06:28.000Z,0,0,0,0,"",Francisco,"",2020-04-30T19:17:52.000Z,"",FALSE,Francis59320797
1255939359557038080,@presidencia_cl @sebastianpinera https://t.co/JMu9KV6uQf,1384674783141498882,und,2021-04-21T01:06:08.000Z,0,0,0,0,"",Francisco,"",2020-04-30T19:17:52.000Z,"",FALSE,Francis59320797
