author_id,text,created_at.x,id,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,url,created_at.y,description,verified,username,location
1005826244280283138,@ale_rusconi @piaang @cartagotv @prof_yurbe @ANGELVI_Argenta @ElPayanes @izq_libertaria @AdoracionGuaman @oro_negro26 @mijamart88 @amelia74698445 Las Malvinas es territorio Argentino. 🇦🇷,2021-04-02T16:39:30.000Z,1378024300519784452,es,2,0,3,0,Francis Castro,"",2018-06-10T14:57:18.000Z,"Hija, Madre, Esposa, Trabajadora, Amiga",FALSE,Francis_Castro3,Managua
1017844855274459138,"@izq_libertaria #TercerRetiro al Tribunal Constitucional, no quieren legislar #ImpuestoSuperRicos ni #RoyaltyMinero Muchos #BonoClaseMediaRechazado El pueblo y Ukamau salen a las calles!!",2021-04-21T02:12:31.000Z,1384691486277656576,es,1,0,5,0,Apruebo Convención Ciudadana,"",2018-07-13T18:54:58.000Z,"La Educación es un Derecho, no un premio de buena conducta.",FALSE,YoZuiga7,Chile
1086327854462320643,@izq_libertaria @Rojafilosofa @AprueboChDigno Delincuentes perkin de apruebo tonto,2021-03-31T05:21:04.000Z,1377128793999953926,es,0,0,0,0,Alexander Garces,"",2019-01-18T18:21:58.000Z,pro vida y no a aborto,FALSE,Alexand00972748,""
1094278864430419969,"@victor_bahamond @rmunda @UnidadSocialCh @jfavillalon @izq_libertaria @La_Union_org @EPInforma @JorgeSharp @KirkReportero @ViaLibreGL @Oscar_Menares ""CorruptUDIs !!",2021-04-16T20:05:55.000Z,1383149676711571462,es,0,0,1,0,alfbaru,"",2019-02-09T16:56:26.000Z,Modo Turismo,FALSE,alfbaru,"Villarrica, Chile"
1099409534878134273,@victor_bahamond @FLagos_Neumann @RoyoManuela @AndresGiordanoS @CaroVilchesF @izq_libertaria @rmunda @marionor @JorgeSharp @ModatimaMujeres Estos son por los que NO debemos votar,2021-03-27T19:02:56.000Z,1375886071666462720,es,0,0,1,0,CarlosUG,"",2019-02-23T20:43:53.000Z,Observar la naturaleza,FALSE,CarlosUG1,""
110517361,@victor_bahamond @GNoViolenta @modatima_cl @ModatimaMujeres @CELAGeopolitica @izq_libertaria @ModatimaA @ModatimaPetorca @ModatimaV @ModatimaC @rmunda @radiomundoreal @UnidadSocialCh @La_Union_org https://t.co/CAq0qabpda,2021-04-18T06:58:25.000Z,1383676273550004228,und,1,0,2,0,#ParoNacional,https://t.co/oUnYnMuLOH,2010-02-01T20:49:12.000Z,"Activista por la Vida y el respeto a los DDHH, feminista por el caos y la destrucción del patriarcado!!
QUE MUERA PIÑERA
Y NO MI COMPAÑERA ✊🏼🎶🎶",FALSE,trigorosa,Chile
1159812732918620161,@victor_bahamond @44_margarita @modatima_cl @ModatimaMujeres @CELAGeopolitica @izq_libertaria @ModatimaA @ModatimaPetorca @ModatimaV @ModatimaC @rmunda @radiomundoreal @UnidadSocialCh @La_Union_org Que weones más pencas....,2021-04-18T10:03:36.000Z,1383722873521545216,es,0,0,1,0,El patipelao,"",2019-08-09T13:04:38.000Z,"",FALSE,Ricky44174915,"Santiago, Metropolitana de San"
1173595686190948353,@Gabriel08804983 @victor_bahamond @rmunda @modatima_cl @ModatimaMujeres @CELAGeopolitica @izq_libertaria @ModatimaA @ModatimaPetorca @ModatimaV @ModatimaC @radiomundoreal @UnidadSocialCh @La_Union_org @udipopular Sabes...lo que dices hace que prefiera ser un facho pobre que se gana la vida trabajando que un izquierdista que está al cateo de la laucha de un manotazo al estado,2021-04-17T11:37:01.000Z,1383383995124043788,es,0,0,0,0,Aerices@gmail.com,"",2019-09-16T13:53:27.000Z,"",FALSE,Aericesgmailco1,""
1176606018,@AHumanistaCL @tomashirsch @MarceLasCondes @MauricioPesutic @Intentohumanist @AprueboChDigno @izq_libertaria @accion_calama @Accion_biobio @frente_accion @ADignidadCL #acusaciónconstitucional,2021-04-19T03:26:32.000Z,1383985338666811402,und,0,0,1,0,Chopan Estepario,"",2013-02-13T19:26:47.000Z,ojo x quien votai,FALSE,panchoguerreroc,""
119519530,"@victor_bahamond @CamiloBrodsky @FLagos_Neumann @RoyoManuela @AndresGiordanoS @CaroVilchesF @izq_libertaria @rmunda @marionor @JorgeSharp @ModatimaMujeres Antonio walker es chile vamos?? O sea si viene de los famosos, no me extrañaría que las nuevas generaciones terminen ahí.",2021-03-27T15:18:25.000Z,1375829567169040387,es,0,0,1,0,Sin Mordaza.,"",2010-03-03T22:16:28.000Z,"Justicia, Igualdad y dignidad mi lema.
Mujeres que corren con lobos, mi libro de bolsillo.
El Matriarcado mi norte.",FALSE,berana1840,"Metropolitana de Santiago, Chi"
