author_id,lang,created_at.x,text,id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,username,verified,description,created_at.y,url,name
1035554828309745665,es,2021-04-20T23:42:15.000Z,@LuciaDammert @laotralechuga ...o la terapia de control de impulsos.,1384653671363973120,0,0,0,0,yerkuz,FALSE,"🚵‍♂️ Bike is life! 
Music + Books
IG: @yerkuz",2018-08-31T15:48:05.000Z,"",Yerko Martinez L
1047645643953659906,ca,2021-04-20T21:59:30.000Z,@LuciaDammert qinjusticia!!,1384627813903486979,0,0,0,0,Irma18100047,FALSE,"",2018-10-04T00:32:40.000Z,"",Irma
1058507120,es,2021-04-20T21:42:06.000Z,@LuciaDammert Y él no va a terapia de Control de Impulsos como el violador ??,1384623433049387009,0,0,0,0,alejo_viejo,FALSE,"",2013-01-03T18:48:47.000Z,"",Alejo El Viejo
1076521180872486913,es,2021-04-21T04:19:29.000Z,@LuciaDammert Las clases de control de impulsos tambien sirven!!!!,1384723438820986881,0,0,0,0,FenaNavas,FALSE,"Papa, Pareja, Amigo, Diseñador creativo, Pyme y E4E",2018-12-22T16:53:45.000Z,"",Feña Navas
1094017514827366400,und,2021-04-21T04:18:11.000Z,@opipchile @LuciaDammert @cgajardop @CarlosZarateV https://t.co/3ygm4P3cn9,1384723111715737600,0,0,0,0,Pepizu2,FALSE,proverbios 8,2019-02-08T23:37:56.000Z,"",la riqueza esta en el ojo del observador
1102571448487628802,es,2021-04-21T00:52:53.000Z,"Le decimos FUERA a @LuciaDammert 

Asi habla un candidado con pelotas/ovarios bien puestos por su pais.

Bien Keiko.

@matiasdelrio @kikemujica @cbofillr @elvillegaschile @joseantoniokast @IvanValenzuelaU @fuentesilva2 @sebastiansichel @gonzalomuller @hiranechecho https://t.co/sKSfXGPkd7",1384671448309108745,0,1,1,0,AlexDeLargeCHI,FALSE,"Estudiante, Trabajador, Emprendedor, Melomano , Ex chico problema y esta bien lo asumo, solo me muevo en esta vida por interés o miedo... igual que Tú.",2019-03-04T14:08:12.000Z,"",Alex DeLarge
1104188880507621376,es,2021-04-21T02:01:01.000Z,"@LuciaDammert @PazQuinteros2 No, por q no pertenece a los más ricos y miserables de este país!",1384688594418388995,0,0,0,0,ClaudiaMelnde14,FALSE,"Mujer, mamá, abuela, trabajadora y feliz!! Mi fuerte no es la cocina, no es el aseo, es flojear😂😊 #YOAPRUEBO!!",2019-03-09T01:15:18.000Z,"",Claudia
1107621394815299584,es,2021-04-20T22:20:15.000Z,"@LuciaDammert Que tal mejor unas terapias para control de impulsos, estaría bueno🤷‍♂️.",1384633035749011456,0,0,0,0,Roko60745476,FALSE,"Medicina ❤️
Música ❤️🎶
Familia❤️❤️",2019-03-18T12:34:53.000Z,"",Roko
1150881481671237632,en,2021-04-21T00:43:50.000Z,"@LuislynchD @LuciaDammert Tome rey.
https://t.co/HI4qMJQuCE",1384669167765364738,0,1,0,0,klemperermania,FALSE,"Antifascista.
Otto Klemperer es mi pastor: con él nada me falta.",2019-07-15T21:35:02.000Z,https://t.co/WuNfRNHO8N,Cristian Muñoz L.
1150881481671237632,pt,2021-04-21T00:31:55.000Z,"@LuislynchD @LuciaDammert Simpática falacia, don facho.",1384666170016600066,0,1,0,0,klemperermania,FALSE,"Antifascista.
Otto Klemperer es mi pastor: con él nada me falta.",2019-07-15T21:35:02.000Z,https://t.co/WuNfRNHO8N,Cristian Muñoz L.
