author_id,created_at.x,id,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,verified,created_at.y,location,name,description,url,username
100797694,2021-04-21T05:31:31.000Z,1384741566833741827,es,"@PamJiles Utas que es cuica abuela... Los sartenes de fierro son carisimos. Yo todavía uso ollas heredadas del aluminio el mono. Lo que es tener un sueldo privilegiado vs los que estamos cesantes o trabajamos por un sueldo ""acorde al mercado""",0,0,0,0,FALSE,2009-12-31T16:23:52.000Z,chile,Ale Astorga Fink,"Diseñadora de profesión, productora de corazón, perfeccionista y práctica por la razón o la fuerza... banquetesyflores.cl / https://t.co/MaRfDv3Nt8",https://t.co/Ji6l6mduMA,AleAstorgaFink
105145739,2021-04-21T06:12:46.000Z,1384751947354345473,es,"@DonMelismo @Naty_Patriota @PamJiles Asi es, si quien se quedaba sin plata con el tercer retiro, no alcanzaba a tener 4.500.000.
Si estan cerca de la jubilación, todos con pensiones miserias y si estan jovenes tienen tiempo de recuperar lo usado.",0,0,0,0,FALSE,2010-01-15T13:57:54.000Z,Chile,raul Maltez Tello,"No soy medico,  para atender enfermos.
XLVIII","",heliat33
105145739,2021-04-21T05:24:28.000Z,1384739791351205888,es,"@Naty_Patriota @PamJiles Una pregunta tonta ¿ crees que  los que retiraron el primer 10% y las siguientes que hicieron lo mismo con el segundo retiro, teniendo como maximo $3.000.000 de pesos en la afp,  iban a tener una pension digna? .",0,1,2,0,FALSE,2010-01-15T13:57:54.000Z,Chile,raul Maltez Tello,"No soy medico,  para atender enfermos.
XLVIII","",heliat33
105145739,2021-04-21T05:15:59.000Z,1384737657880813568,es,"@RVal1970 @Naty_Patriota @PamJiles Hasta ahora tus mentores nos han dicho que ese dinero es nuestro y cuando lo tienen que entregar por necesidad se niegan, eso es expropiacion.",0,0,0,0,FALSE,2010-01-15T13:57:54.000Z,Chile,raul Maltez Tello,"No soy medico,  para atender enfermos.
XLVIII","",heliat33
1107340323318059010,2021-04-21T05:27:28.000Z,1384740545885581312,es,@PamJiles @Pablo_Maltes Cafiche y ridículo!,0,0,0,0,FALSE,2019-03-17T17:58:01.000Z,"",eldrone 💚,"Patriota q ama infinita% a 🇨🇱 y a su familia 

Opositor absoluto a este gobierno de traidores

#Anticomunista
#Pinochetista👮‍♂
#ProVida👶
#Catlover 🐈","",eldrone3
1158982848,2021-04-21T05:26:50.000Z,1384740389714894850,es,"@PamJiles Responsables son Lavin, Piñera y la UDI. Considerar para futuras elecciones.",0,0,0,0,FALSE,2013-02-08T03:29:57.000Z,"",Eric Argomedo,"NO temo nada, no quiero nada, soy libre .(Nikos Kazantzakis)","",ArgosEric
1187195445371637762,2021-04-21T06:13:09.000Z,1384752045639573506,es,@PamJiles Pamela Jiles los tienes con tragedia cada día sumas más votos debes ser cauta la@presion sera@mucha ya q el pueblo te e nesecita ahora más q nunca vamos q se@puede,0,0,0,0,FALSE,2019-10-24T02:34:18.000Z,"",edo saavedra cuello,"","",CuelloEdo
1187195445371637762,2021-04-21T06:03:12.000Z,1384749542189506561,es,@PamJiles @TiaPikachu @Pablo_Maltes @LaListaPueblo Vamos Pamela chile su gente su pueblo ahora te nesecita más q nunca serena e inteligente como siempre lo has sido,0,0,0,0,FALSE,2019-10-24T02:34:18.000Z,"",edo saavedra cuello,"","",CuelloEdo
1188857477120581634,2021-04-21T05:52:17.000Z,1384746793553076224,es,"@elmostrador @PamJiles Ninguna moral,crearon la oficina, vendieron a sus compañeros",0,0,0,0,FALSE,2019-10-28T16:38:23.000Z,"",kika,democracia,"",kika2070
119178711,2021-04-21T05:21:24.000Z,1384739019871895553,es,"@NegroMilla @gabrielaxmacul @Isabel66632550 @PamJiles @gabrielboric Pero te das cuenta que si existiera tal acuerdo, no seguirían acusando o interpelando? Los habrían dejado gobernar... en fin...",0,0,0,0,FALSE,2010-03-02T22:21:04.000Z,"Santiago, Chile",Mario E. Mendoza,"Mario Esteban Mendoza, artista casual, padre de dos hermosos perros, agilitero iniciante!, ingeniero civil en obras civiles!","",mario_mendoza21
119178711,2021-04-21T05:15:08.000Z,1384737445028278272,es,"@NegroMilla @gabrielaxmacul @Isabel66632550 @PamJiles @gabrielboric Tu único argumento ha sido un posible acuerdo por gobernabilidad que no ha sido respetado. Tu también dices “aunque te duela” en tw y habla de mesías (tb menosprecias, no seas victima) y le das a hechos tu propia interpretación. He dicho que no menosprecio la calle (lo valoro).",0,0,0,0,FALSE,2010-03-02T22:21:04.000Z,"Santiago, Chile",Mario E. Mendoza,"Mario Esteban Mendoza, artista casual, padre de dos hermosos perros, agilitero iniciante!, ingeniero civil en obras civiles!","",mario_mendoza21
