author_id,lang,created_at.x,text,id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,username,verified,description,created_at.y,url,name
1021192556,und,2021-04-21T04:11:56.000Z,@baradit No,1384721539673767936,0,0,0,0,paulalbornozm,FALSE,just a common girl with common thoughts.,2012-12-19T03:03:32.000Z,"",Pau Albornoz M
1076521180872486913,es,2021-04-21T04:25:17.000Z,@baradit Va a tener la guerra que tanto queria!!!!,1384724898275237889,0,0,0,0,FenaNavas,FALSE,"Papa, Pareja, Amigo, Diseñador creativo, Pyme y E4E",2018-12-22T16:53:45.000Z,"",Feña Navas
1082787454342582274,es,2021-04-21T04:36:39.000Z,@Jmacalbo @baradit Solo cuando ha hecho dieta para adelgazar.,1384727759352745985,0,0,0,0,omara06573717,FALSE,Mujer trabajadora y luchadora social. Siempre junto al pueblo. Adoro mascotas y jardinear. Me cerraron cuentas antes. Estoy acá desde 2012.,2019-01-08T23:53:41.000Z,"",omara Apruebo CC independientes.
1087562539,es,2021-04-21T04:49:06.000Z,"@baradit Aqui estamos, EL PUEBLO QUE HOY SUFRE, NUNCA MÁS SOLOS, UNIDOS",1384730892267053060,0,0,0,0,pacatoucato,FALSE,"Running de 21k.mejorando cada dia + y cruzado hasta la muerte . Trabajo en MUELLAJE DEL MAIPO.    
Socialista , Allendista #YOAPRUEBO",2013-01-13T23:59:32.000Z,"",Patricio Cordova B.
1100568015169556481,es,2021-04-21T03:46:08.000Z,"@javieraguirre93 @baradit @Cutchile En argentina mueren de hambre, en venezuela mueren de hambre, el 10% acá no ayuda a los más pobres. Vea los datos. Como dice el.dicho, dato mata relato.",1384715047159713792,0,0,0,0,Gergio30878879,FALSE,trabajolico...,2019-02-27T01:27:17.000Z,"",Gergio
1100568015169556481,es,2021-04-21T03:42:27.000Z,@javieraguirre93 @baradit @Cutchile El registro civil con cuea trabaja felices ir a paro. Funcionarios públicos lo mismo...,1384714117878059011,0,1,0,0,Gergio30878879,FALSE,trabajolico...,2019-02-27T01:27:17.000Z,"",Gergio
1135044039835885568,es,2021-04-21T04:45:12.000Z,"@Cutchile @baradit @Barbara_figue Los portuarios tienen pantalones , mañana comienza el paro. https://t.co/mLcxUtJjGw",1384729910095265800,0,0,0,0,CarloTorresCT1,FALSE,"Chile siempre fue un Estado Provincial , nunca fue en su Historia un Estado Unitario . Concepción debe seguir los pasos de Catalunya .",2019-06-02T04:42:41.000Z,"",Concepción Independiente
1155977663569256458,es,2021-04-21T04:06:48.000Z,@baradit Piñera es el tumor y hay que extirparlo si queremos sobrevivir.,1384720246611890176,2,0,2,0,MaurOckham,FALSE,"Con el ♥ a la izquierda. Cuidemos el 🌏. Tengo boinas patagonicas.
Amo a mi 🐶
Oposición dividida es vencida.
Chao Piñera CTM. ✊",2019-07-29T23:05:26.000Z,"",MaurOckham
1181051005,und,2021-04-21T05:21:39.000Z,@baradit https://t.co/FDleiOfhRU,1384739083403026433,1,0,1,0,pavilar01,FALSE,"Si no le gusta mi cuenta tiene 3 opciones:
1) Bloquearme
2) Silenciarme
3) O Simplemente ignorarme. 
Yo por mi parte Bloqueo a la primera agresión....",2013-02-15T03:59:20.000Z,"",#YoApruebo #ConvencionConstituyente
1184302908537524225,es,2021-04-21T05:24:20.000Z,"¿@baradit va en la lista constituyente de estos seres?
¿Schilling no es el tipo acusado de mandar matar desde La Oficina, a los frentistas descolgados?
¡Mira tú! https://t.co/ycLwhkulUV",1384739758530781184,0,0,0,0,GonzlezTapia1,FALSE,"Hidra debe morir, hay que acabar con todas sus cabezas. Silencio y bloqueo a bot y a ofensivos, son parte de Hydra.",2019-10-16T03:00:13.000Z,"",AlfonsoGT
