author_id,id,text,created_at.x,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,username,url,created_at.y,name,verified,description
104576521,1384490881714057227,@PatoFdez muy bueno tu libro! totalmente recomendado,2021-04-20T12:55:23.000Z,es,0,0,0,0,nicolecisternas,"",2010-01-13T19:13:26.000Z,Nicole Cisternas #YoApruebo,FALSE,"Curiosa de lo social y la educación. Cinéfila, amante de la música y colocolina apasionada."
104715556,1384397683889254400,@PatoFdez @lamaitealberdi Que maravilla !!! Felicitaciones a él y a todos los q@hicieron posible la Producción 👏👏👏👏,2021-04-20T06:45:03.000Z,es,0,0,0,0,Andrea_meme,"",2010-01-14T04:51:51.000Z,Amor a la Patria y Familia,FALSE,"Soy Patriota d ❤️ ,Amante de la Familia, No al Aborto,bloqueo Bot zurdos sin 🤢 Facha Pobre y que ?"
1104918637654220800,1384327941325299712,@PatoFdez @lamaitealberdi Le amo,2021-04-20T02:07:55.000Z,es,0,0,2,0,CarrereIsabel,"",2019-03-11T01:35:06.000Z,Isabel Carrère,FALSE,"Sureña por adopción,educadora, caminante, aventurera, viajera y conversista. 
Felizmente casada y mamá orgullosa de Sofía, Lucas, Juanfra y Simón."
1119435267180515328,1384662968428867588,@ipoduje @SylviaEyzaguirr @PatoFdez @soledadalvear @pallards @conystipicic @jg_valdes @AdrianaValdes8 @mgraciavaldes @barbarabricenok @carolinagoic @israelzipper @JorgeTarud @mcubillossigall @felipeharboe @patriciowalker @elvillegaschile @kebensperger @ccampete @meguiguren https://t.co/1qL10MsA5G,2021-04-21T00:19:12.000Z,und,0,0,0,0,Eduardo18735564,"",2019-04-20T02:59:00.000Z,Explorador,FALSE,"Vibro con el universo, la música, el cine, el teatro, la amistad y la conversación."
1119435267180515328,1384312512355655680,@kebensperger @PatoFdez @barbarabricenok @ipoduje @ana_josefa @mauriciohofmann @SylviaEyzaguirr @SquellaAgustin @xitorrescautivo @marcodelaparra @patriciapolitz @meguiguren @elvillegaschile @AndresVelasco @israelzipper @ramirez_polo @maxcolodro @kikemujica @conystipicic https://t.co/kgDZspxrge,2021-04-20T01:06:36.000Z,und,0,0,0,1,Eduardo18735564,"",2019-04-20T02:59:00.000Z,Explorador,FALSE,"Vibro con el universo, la música, el cine, el teatro, la amistad y la conversación."
1119435267180515328,1384486546066350080,@melnicksergio @mcubillossigall @maxcolodro @PaolaBerlin @mvacarezza @conystipicic @PatoFdez @RafaAraneda @ignaciobriones_ @pallards @mgraciavaldes @ignaciowalker @meguiguren @elvillegaschile @jg_valdes @barbarabricenok @valenzuelagabi @mauriciohofmann @robertoampuero https://t.co/3n06wgQhn0,2021-04-20T12:38:09.000Z,und,0,0,0,0,Eduardo18735564,"",2019-04-20T02:59:00.000Z,Explorador,FALSE,"Vibro con el universo, la música, el cine, el teatro, la amistad y la conversación."
1119435267180515328,1384611410882273284,@soledadalvear @allamand @HeraldoMunoz @jg_valdes @amorenocharme @VieragalloQ @maylwino @SylviaEyzaguirr @JorgeTarud @sergiobitar @robertoampuero @conystipicic @PatoFdez @mcubillossigall @barbarabricenok @xitorrescautivo @israelzipper @AdrianaValdes8 @mgraciavaldes @kebensperger https://t.co/bGJFyAJUCi,2021-04-20T20:54:19.000Z,und,0,0,0,0,Eduardo18735564,"",2019-04-20T02:59:00.000Z,Explorador,FALSE,"Vibro con el universo, la música, el cine, el teatro, la amistad y la conversación."
1119435267180515328,1384608158983901192,@kikemujica @conystipicic @PatoFdez @patriciapolitz @PaolaBerlin @marcodelaparra @xitorrescautivo @jumastorga @tv_monica @ccampete @kebensperger @bdelamaza @meguiguren @israelzipper @ana_josefa @DMatamala @barbarabricenok @maxcolodro @SylviaEyzaguirr @melnicksergio @soledadalvear https://t.co/Ayd0wiDQln,2021-04-20T20:41:24.000Z,und,0,0,0,0,Eduardo18735564,"",2019-04-20T02:59:00.000Z,Explorador,FALSE,"Vibro con el universo, la música, el cine, el teatro, la amistad y la conversación."
1119435267180515328,1384578753729343489,@MaldonadoCurti @patriciapolitz @PatoFdez @xitorrescautivo @marcodelaparra @conystipicic @pallards @mgraciavaldes @ccampete @maxcolodro @soledadalvear @ignaciowalker @maylwino @pepe_auth @SquellaAgustin @mvacarezza @AdrianaValdes8 @tv_monica @bdelamaza @mcubillossigall https://t.co/GTqhd4iD9c,2021-04-20T18:44:33.000Z,und,0,0,0,0,Eduardo18735564,"",2019-04-20T02:59:00.000Z,Explorador,FALSE,"Vibro con el universo, la música, el cine, el teatro, la amistad y la conversación."
1119435267180515328,1384231433963642884,"Los parlamentarios mejor pagados del mundo, y también los peores... ⁦@JoaquinBaranao⁩ ⁦@ana_josefa⁩ ⁦@PatoFdez⁩ ⁦@RafaAraneda⁩ ⁦@virginiaarayam⁩ ⁦@MauricioRojasmr⁩ ⁦@SylviaEyzaguirr⁩ ⁦@RBergoeingV⁩ ⁦@maylwino⁩ ⁦⁦⁦ https://t.co/xCqXtVxAGT",2021-04-19T19:44:26.000Z,es,0,0,0,1,Eduardo18735564,"",2019-04-20T02:59:00.000Z,Explorador,FALSE,"Vibro con el universo, la música, el cine, el teatro, la amistad y la conversación."
1153875213345533952,1384378292623626240,"@ChileanMafalda @hacanales @PatoFdez @lamaitealberdi 😲 pero en este caso? Que vaya al Oscar! Está vacunado, lo van a cuidar y regalonear como hueso santo. Ojalá todos a su edad estuviéramos en andanzas similares :)",2021-04-20T05:28:00.000Z,es,0,0,1,0,AlisAquitania,"",2019-07-24T03:51:03.000Z,Alis Aquitania,FALSE,""
1163162063939801088,1384298659848720392,@PatoFdez @RafaelHarvey3 Conversar como un fin en si mismo,2021-04-20T00:11:34.000Z,es,0,0,1,0,Dalton_Ames_,"",2019-08-18T18:53:50.000Z,Gadeto,FALSE,""
1177320824904323072,1384470147105280004,@PatoFdez @lamaitealberdi Ay que ternura!!,2021-04-20T11:32:59.000Z,es,0,0,0,0,BluestonePame,"",2019-09-26T20:41:58.000Z,Pame💜Blue#GraciasBigBoss,FALSE,"#rechazo no a la violencia ni ignorancia liberal, Psicóloga, mamá,feminista/igualdad, aprender discutir y buena pa las chuchás #NoEsNo💜#Rechazo"
1186384691294806022,1384366367302901762,"@PatoFdez @lamaitealberdi Se subió el rati? de ""la oficina"", que sale en #AgenteTopo, que después de que me cayó bien, sale a la luz que fue torturador 
Ojalá que no. Sería como el pico que ese qlo recibiera un reconocimiento. Aunque sea el #Oscars.
Y ojalá que fuera mentira, pero es verdad, lo siento.",2021-04-20T04:40:36.000Z,es,0,0,0,0,Sebameneses1978,"",2019-10-21T20:52:30.000Z,Seba Meneses,FALSE,"Compañero, padre, hijo, músico, médico, algunos semestres de educación. autodidacta en economía, lutheria, Cs políticas, comida típica, astronomía. apruebo."
1193624290198990848,1384500477656711172,"@PatoFdez Daniela Vega estará de acuerdo con tu carta?, porque yo siendo homosexual no tengo problemas en que me tiren la talla, yo también lo hago con muchos otros casos, el problema es que andan muchos muy delicados de cutis y los milicos no son la excepción.",2021-04-20T13:33:31.000Z,es,0,0,0,0,JosJara02078809,"",2019-11-10T20:19:46.000Z,José Jara,FALSE,Libertario....
1194093536976744449,1384581530400460803,"@PatoFdez @lamaitealberdi Será bueno en estos tiempos que un sr de 87 años haga ese viaje?
Pensé que el Aeropuerto estaba cerrado",2021-04-20T18:55:35.000Z,es,0,0,0,0,Micha26324997,"",2019-11-12T03:24:32.000Z,Micha,FALSE,""
1194675417552244738,1384509323892695044,@clau_barattini @PatoFdez Será broma lo de espléndida campaña... Por lo menos en redes es de lo peor que he visto.,2021-04-20T14:08:40.000Z,es,0,0,0,0,FrancoCabello12,"",2019-11-13T17:56:38.000Z,Franco Cabello,FALSE,"Padre de mis hijos, marido de mi esposa, enemigo de nadie"
1195467347273945093,1384475394468990976,@PatoFdez @lamaitealberdi I,2021-04-20T11:53:51.000Z,und,0,0,0,0,5151Beto,"",2019-11-15T22:24:27.000Z,Beto 5151,FALSE,""
1203038827893477377,1384372735602737152,"@PatoFdez @lamaitealberdi La mejor película chilena, por lejos, lejos. Aguante nuestro Agente Topo #Oscars https://t.co/gHlULWAsnH",2021-04-20T05:05:55.000Z,es,0,0,0,0,UnChilenoX,https://t.co/3tWu2MU4xM,2019-12-06T19:49:50.000Z,Juano 🇨🇱 🇹🇼 🇭🇰,FALSE,Mi Canal de Youtube: https://t.co/3tWu2MU4xM
1206920699840991233,1384333819684208648,@PatoFdez @lamaitealberdi Te sirven todas las micros...,2021-04-20T02:31:16.000Z,es,0,0,0,0,___debaser___,"",2019-12-17T12:55:05.000Z,Diego,FALSE,"Abogado. UdeChile.
Anti borregos, copitos de nieve, piel de cristal y revolucionarios de cartón"
1206920699840991233,1383925247024324609,"@PalavecinoCL Bajan en tropel al Liguria y terminan juntando mesas con los amigos de @PatoFdez
En vez de hablar de cuico progre, soy especial, buenista, vivo como rey con conciencia social pero no me ensucio las manos, diga SNOB 😉",2021-04-18T23:27:45.000Z,es,0,0,1,0,___debaser___,"",2019-12-17T12:55:05.000Z,Diego,FALSE,"Abogado. UdeChile.
Anti borregos, copitos de nieve, piel de cristal y revolucionarios de cartón"
1222919680438030339,1384640416520286209,"Hola, @PatoFdez ¿Ya te comprometiste con el derecho a la participación inclusiva? ¡Súmate! Porque en esta Convención #ParticipamosTodxs #ConvenciónAbierta @ahrnostoca @RParticipacion | Ingresa aquí para firmar 😉👉 https://t.co/AGaIxXOPBk https://t.co/IjsQPGBpXy",2021-04-20T22:49:35.000Z,es,0,0,1,0,ahrnostoca,https://t.co/n88RECH9ui,2020-01-30T16:29:29.000Z,Ahora Nos Toca Participar,FALSE,Somos organizaciones de la sociedad civil agrupadas en el #NuevoPactoSocial #NPS y trabajamos por garantizar la formación y participación ciudadana
1275435109584437249,1384013669986570240,@AlexanderOlatte @PatoFdez Menos mal que Mario (Woolf)  no ve estos videos.,2021-04-19T05:19:07.000Z,es,0,0,0,0,panterajaponesa,"",2020-06-23T14:26:55.000Z,panterajaponesa,FALSE,""
1275435109584437249,1384013030908825608,@PatoFdez Tu campaña es muy re fome ... así como vas... no te van a dar pega mi el el THE CLINIC,2021-04-19T05:16:34.000Z,es,0,0,0,0,panterajaponesa,"",2020-06-23T14:26:55.000Z,panterajaponesa,FALSE,""
1321255054301646849,1384543786274103296,@PatoFdez No existe el bloqueo a cuba en tu libro oye,2021-04-20T16:25:36.000Z,es,0,0,0,0,CondellJuan,"",2020-10-28T00:59:12.000Z,Juan condell meza,FALSE,Jubilado
1321255054301646849,1384545783383564291,@PatoFdez Ademas tu libro es orpis escribiendo la ley de pesca solo q esta vez con financiamiento de los mismos de siempre .....ya me canse chao,2021-04-20T16:33:33.000Z,es,0,0,0,0,CondellJuan,"",2020-10-28T00:59:12.000Z,Juan condell meza,FALSE,Jubilado
1321255054301646849,1384542816651591684,@PatoFdez Cuba a producido su propia vacuna contra el covid la revolucion esta mas viva q nunca a pesar de sus detractores disfrazados de progresistas,2021-04-20T16:21:45.000Z,es,0,0,0,0,CondellJuan,"",2020-10-28T00:59:12.000Z,Juan condell meza,FALSE,Jubilado
132782986,1384356262733877249,@PatoFdez @lamaitealberdi Se lo va traer de vuelta,2021-04-20T04:00:27.000Z,es,0,0,0,0,CLRC87,"",2010-04-14T04:56:23.000Z,Cris R,FALSE,un ser humano más
1333963300560924679,1384517355896721409,@PatoFdez @RafaelHarvey3 Pero dile a ese capitán que todavía le queda eso de “milico intransigente”que te hacer callar cuando les dices algo que no le gusta... tiene a medio Chile bloqueado... flor de demócrata!,2021-04-20T14:40:35.000Z,es,0,0,0,0,AviliaRenato,"",2020-12-02T02:37:18.000Z,Renato,FALSE,"nipote di immigrato, ingeniero comercial, MBA, Magister Marketing y Comunicación Estratégica “La calma è la virtù dei forti” estudiando Derecho Constitucional"
1339910963408089089,1384528987259609092,@PatoFdez ¿Y él cómo sabe lo que pasó entre Piñera y el ejército durante el estallido? ¿No estaba fuera ya?,2021-04-20T15:26:48.000Z,es,0,0,0,0,Micifuza1,"",2020-12-18T12:30:57.000Z,Micifuza,FALSE,""
1348413091776786434,1384245975099662338,"@PatoFdez Eso es cercanía con la gente y conocer sus aspiraciones legítimas para mejorar la vida de todos los chilenos.
Felicitaciones Patricio ha esa forma de contactarse con el mundo social que por muchas décadas fue abandonado",2021-04-19T20:42:13.000Z,es,1,1,5,0,JPW32323996,"",2021-01-10T23:35:33.000Z,JPW,FALSE,""
1360026886089433090,1384346263877992454,@PatoFdez @lamaitealberdi Viejo lindo,2021-04-20T03:20:43.000Z,es,0,0,0,0,CorsiCajas,"",2021-02-12T00:46:28.000Z,Roberto Cajas Corsi,FALSE,La simpleza
1366403531448733696,1384150799891124236,"Mala la idea que la futura convención pueda sesionar extraordinariamente de forma reservada o secreta, eso es atentar contra este sistema, sobre todo porque no hay motivos para tratar esto de esa forma! @gdelafue @PatoFdez",2021-04-19T14:24:01.000Z,es,0,0,0,0,DeividDevoto,"",2021-03-01T15:02:57.000Z,Deivid Devoto,FALSE,Abogado y Magister en Derecho del Trabajo. No existe libertad sin igualdad! Colocolino!
1366438175808385024,1384499103795658755,@PatoFdez @lamaitealberdi Felicidades 👏👏👏👏👏👏,2021-04-20T13:28:03.000Z,pt,0,0,0,0,Moniqui66726938,"",2021-03-01T17:20:51.000Z,Moniquita,FALSE,"fotografías, libros"
1369313072985292808,1384504417601400832,"@PatoFdez No seas ingenuo, el PC sigue aplicando todo su rigor en una dictadura sangrienta y transgerenacional. Dictadura felizmente apoyada por tus socios del @PCCHILE2 y con ganas de ampliar sus tentáculos hacia nuestro virtuoso país. Detendrás su avance? NO LO CREO!",2021-04-20T13:49:10.000Z,es,0,0,0,0,Polinomio14,"",2021-03-09T15:44:21.000Z,Polinomio,FALSE,"Voté y festejé con la Concertación, últimamente voto por la derecha"
1370791358538129426,1384278027656335360,"@PatoFdez @RafaelHarvey3 Pregúntale por la hoja de vida al inmoral de Harvey, pregúntale quien lo salvó cuando achuchilló a un civil con su espadín de cadete, pregúntale cómo su papá, amigo del ladrón fuente-Alba uso este contacto para salvar a este inmoral, pregúntale por las Sanciones.Rico referente !",2021-04-19T22:49:35.000Z,es,0,0,0,0,AlanElsson,"",2021-03-13T17:38:38.000Z,Alan Elsson,FALSE,""
1375716226958303232,1384325363153752071,@PatoFdez 🥰,2021-04-20T01:57:40.000Z,und,0,0,0,0,Carmen66671305,"",2021-03-27T07:48:20.000Z,Carmen,FALSE,""
