author_id,text,id,lang,created_at.x,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,description,name,location,username,url,verified,created_at.y
1201673150561431554,@blueblazer41 @KarlaEnAccion Aca está explicado lo del ife ampliado 👇🏻 https://t.co/AZoglSE0UP,1384697066727821312,es,2021-04-21T02:34:41.000Z,0,1,0,0,"Soy Mariana 💙. Enamorada de mi Chile. Solidaridad con todos, desarrollo y libertad para todos. ❌ grupos ❌listas",Emilia 🇨🇱🌿,"",camilaemiliasv,"",FALSE,2019-12-03T01:23:12.000Z
1201673150561431554,@blueblazer41 @KarlaEnAccion Gracias a ti. Acá puede verificar lo del bono clase media pensionados. Hay algunos pensionados que no figuran en la nómina en caso de cualquier cosa y puedas corregir https://t.co/7FIQWQpwim,1384698191422148609,es,2021-04-21T02:39:09.000Z,0,3,0,0,"Soy Mariana 💙. Enamorada de mi Chile. Solidaridad con todos, desarrollo y libertad para todos. ❌ grupos ❌listas",Emilia 🇨🇱🌿,"",camilaemiliasv,"",FALSE,2019-12-03T01:23:12.000Z
1201673150561431554,@blueblazer41 @KarlaEnAccion Para el IFE ampliado del mes de mayo hay que esperar que habiliten la nueva plataforma mira y acá el link https://t.co/BONBTan0jI https://t.co/LvCisUvjzw,1384699166866214923,es,2021-04-21T02:43:02.000Z,0,1,1,0,"Soy Mariana 💙. Enamorada de mi Chile. Solidaridad con todos, desarrollo y libertad para todos. ❌ grupos ❌listas",Emilia 🇨🇱🌿,"",camilaemiliasv,"",FALSE,2019-12-03T01:23:12.000Z
1215325043573579777,"Triste realidad de mi #Chile , es increíble lo q estamos viviendo...
pero la más conectada @KarlaEnAccion  NO esta ni ahí y prefiere seguir defendiendo lo indefendible ..  #RenunciaPiñera 
#unminutodesilenciomv 
#GobiernoCriminalyCorrupto 
#AcusacionConstitucionalAPiñeraAhora https://t.co/q7R6AoHdJD",1384729063307288576,es,2021-04-21T04:41:50.000Z,1,0,2,0,"Desde melipilla , soldado del mas Grande ☝️
tambien Doctor de autos 🔧🚘🔩  trabajador social 100% ,, y Odio   los abusos al pueblo!! ..... me sigues, te digo..",Wladimir Peralta O.- Melipilla - #Ríoslibres,"Melipilla, Chile",OrtubiaPeralta,"",FALSE,2020-01-09T17:30:54.000Z
122541748,"@MinDesarrollo @lun @KarlaEnAccion @GobiernodeChile @sebastianpinera @_alecandia @s_villarrealb Hola, actualicé el Registro S.H el 31 de marzo y me dicen que fue aprobada la actualización pero que se verá reflejada el 1 de mayo en la web.Suponiendo que de la actualización quedo en el 80% ¿podré postular al IFE si el plazo de postulación es hasta el 30 de abril? 
Saludos",1384701080714588161,es,2021-04-21T02:50:38.000Z,0,0,0,0,"",Rodrigo Andres,"",chilegeminis,"",FALSE,2010-03-13T02:25:43.000Z
1235299429156114432,"@KarlaEnAccion no se las puede llevar pelás!!!!
ya renunció?
#RenunciaRubilar
#tercerRetiroyPiñerapalaCasa",1384726872949460992,es,2021-04-21T04:33:08.000Z,9,1,17,2,"dueño de casa, subidor de cerros y estudiante de phd.
#RenunciaPiñera
#NuncaMásNeoliberalismo",Bartolo ANTIFA 🏳️‍🌈,chilena latina ,BartolodelPony,"",FALSE,2020-03-04T20:21:57.000Z
1246827910679461895,@jaimebellolio @RodrigoDelgadoM @sebastianpinera @KarlaEnAccion @diputadosudi @SenadoresUDI ...Estos son sus valientes soldados. https://t.co/16mzK2MjmV,1384710752427184129,es,2021-04-21T03:29:04.000Z,0,0,0,0,Abuelo de la Apo.,Bremen Apruebo,"",ApruebaEl,"",FALSE,2020-04-05T15:52:10.000Z
126383806,@soychilecl 100 lucas todas cagonas para alguien que es solo.... una mierda @KarlaEnAccion,1384726947331203072,es,2021-04-21T04:33:25.000Z,0,0,0,0,"Nacida en Viña del Mar, pero viviendo en Santiago hace muchos años.... y si! enamorada ❤️🍀 de @Marcelo19752015",Andrea,"",Andreitss,"",FALSE,2010-03-25T18:03:19.000Z
1280906639462277124,"Mira CTM @sebastianpinera @KarlaEnAccion @MinDesarrollo 
Espero que les llegue pronto el vuelto #ContigoCHV https://t.co/KM0OFisvb8",1384733620603084802,es,2021-04-21T04:59:56.000Z,1,0,1,0,"Soy un gatito con fotogénico, divertido , lúdico , juguetón, me gustan las cámaras  y las redes , pero por sobre todo soy un gato con opinión y deslenguado",#sinretirotodosvotamosporPamela,"",don_gromo,"",FALSE,2020-07-08T16:48:48.000Z
1280927726053076992,Primera foto calculo del 2019 sacan el promedio de 12 meses y segunda foto calculando 6 meses y me dicen que no hay desigualdad y que esto es un puro engaño del gobierno @sebastianpinera @GobiernodeChile @KarlaEnAccion necesito respuestas de su gobierno callampa! https://t.co/uMxErEJNDZ,1384716069366116352,es,2021-04-21T03:50:12.000Z,0,0,0,0,"",leslie,"",lesliietroncoso,"",FALSE,2020-07-08T18:12:32.000Z
1291508105025593344,@KarlaEnAccion yo no estoy aprobada para el bono clase media me rechazan,1384724399153111040,es,2021-04-21T04:23:18.000Z,0,0,0,0,"",Blanca Troncoso,"",BlancaT92917909,"",FALSE,2020-08-06T22:56:08.000Z
1292839643390660610,@sebastianpinera @KarlaEnAccion @desbordes @ProvosteYasna @mindefchile @mentiraslared @Cooperativa @chilevision @meganoticiascl https://t.co/V9pVBY3SiA,1384749492772261888,und,2021-04-21T06:03:01.000Z,0,0,0,0,#elpeorpresidentedelahistoria.,sebatian piñechet 4%,"Las Condes, Chile",MiguelV80064765,"",FALSE,2020-08-10T15:06:31.000Z
1302804878398545920,@MinDesarrollo @karlaenaccion hola buenas noches..que pasa con los pensionados  de empleados públicos.. mi mamá es viuda..mi papa trabajó en la tesorería.. y quedo con una pensión de 150.000 bajisima!!y aun así no clasifica para el bono clase media pensionados,1384711202836783107,es,2021-04-21T03:30:52.000Z,0,0,0,0,"",Karen Naranjo Elgueda,"",ElguedaKaren,"",FALSE,2020-09-07T03:04:35.000Z
130307585,@KarlaEnAccion https://t.co/69ExbzOByl,1384696744714375168,und,2021-04-21T02:33:25.000Z,0,0,0,0,Tecnólogo Médico de Imagenología y Física Médica ✌️,cynthia s.d.,"",slow098,"",FALSE,2010-04-06T23:10:09.000Z
1310797578364243968,@sebastianpinera @KarlaEnAccion  son miserables hasta con los niños desgraciados. ACUSACION CONSTITUCIONAL  a este genocida y tirano ya lleva mas 34.000 muertos @Camara_cl @Senado_Chile https://t.co/M1gRZaZkzM,1384717874389045248,es,2021-04-21T03:57:22.000Z,0,0,0,0,Libertad... firmes y dignos,ClaudioAPRUEBO,Chile,Claudio7976019E,"",FALSE,2020-09-29T04:26:17.000Z
1329530276507160581,@KarlaEnAccion estimada ministra hay muchos pensionados entre ellos yo que reciben menos de $ 158.339.- por esa razon los han privado de recibir lis $ 100.000.- no debiera existir un piso minimo ..o ninguna jubilacion debiera ser inferior a ese minimo $ 158.338.-,1384721328033382402,es,2021-04-21T04:11:06.000Z,0,0,0,0,La BIODANZA. MEDITACION CON CHOPRA..,Janittas,"",Janittas1,"",FALSE,2020-11-19T21:02:15.000Z
1330839948224827394,@Segpres @rcerdan @juanjoseossasc @GobiernodeChile @MaximoPavezC @sebastianpinera @KarlaEnAccion @MinDesarrollo @Min_Hacienda @AlejandroWeberP Limosna con letra chica,1384727698140979201,es,2021-04-21T04:36:24.000Z,0,0,0,0,"",Yvolvimoscontodo 2,"",Yvolvimosconto2,"",FALSE,2020-11-23T11:48:51.000Z
1352687333867401219,"@soychilecl @KarlaEnAccion  SI con 100.0000., se podrá pagar dividendos atrasados Bancos ya gestionando embargos cómo salió en TV 1 Constructor Civil cesante  sin pago finiquito empresa a la quebra SI con 100.000., se podrán pagar consumos básicos acumulados es el caso de mis hijos INDOLENTE",1384750184303837184,es,2021-04-21T06:05:46.000Z,0,0,0,0,Sureña en la capital...,Mi Li Sureña,"",li_surena,"",FALSE,2021-01-22T18:39:48.000Z
1364570313430872066,@KarlaEnAccion Hola buenas noches por favor ayúdenos  estamos quedando sin dinero y no hay trabajo tenemos hijos que alimentar necesitamos que adelanten el IFE no podemos hacer cuarentena sin tener que darles de comer a nuestros hijos,1384730347041181696,es,2021-04-21T04:46:56.000Z,0,0,0,1,"",Yolanda Dumuihual,"",YolandaDumuihu1,"",FALSE,2021-02-24T13:38:40.000Z
1364570313430872066,@KarlaEnAccion necesitamos ayuda nos estamos quedando sin dinero para nuestros pequeños no podemos hacer cuarentena sin. Plata para la comida ayuda por favor,1384730158217768960,es,2021-04-21T04:46:11.000Z,0,0,0,0,"",Yolanda Dumuihual,"",YolandaDumuihu1,"",FALSE,2021-02-24T13:38:40.000Z
1365439681408679936,@juanjoseossasc @sebastianpinera @GobiernodeChile @MinDesarrollo @Min_Hacienda @rcerdan @KarlaEnAccion @jaimebellolio @voceriagobierno @Segpres Prepárate ctm se viene estallido social 3.0 y morirán todos los curruptos de este país incluido vo qlo,1384707179287130112,es,2021-04-21T03:14:52.000Z,0,0,0,0,Justicia para Tomasito,Cristian,"",Cristia31925357,"",FALSE,2021-02-26T23:12:56.000Z
1378087930368032777,"@MinDesarrollo @KarlaEnAccion @BuenosDiasTVN De que le sirve a un adulto mayor 100.000 como única vez si los medicamentos son más caros que su PBS, los adultos mayores están trabajando para comer y uds no lo ven.",1384727563088666627,es,2021-04-21T04:35:52.000Z,0,0,0,0,"",José,"",Jos45864160,"",FALSE,2021-04-02T20:53:03.000Z
1378087930368032777,@juanjoseossasc @sebastianpinera @GobiernodeChile @MinDesarrollo @Min_Hacienda @rcerdan @KarlaEnAccion @jaimebellolio @voceriagobierno @Segpres Hablas de la mejor etapa de la vida que necesita financiamiento y alos adultos mayores no les alcanza la pensión ni siquiera para los medicamentos. Recurren al TC porque el retiro toca el bolsillo de la empresa de los hijos de Piñera.,1384726906621333504,es,2021-04-21T04:33:16.000Z,0,0,0,0,"",José,"",Jos45864160,"",FALSE,2021-04-02T20:53:03.000Z
1378170538405806082,"@rodrigosepu Yo pago 
450.000 arriendo 
Luz $20.000
Agua $13000
Wifi$14990
Gas $17000
Mercaderia $150000 (también con las ofertas y marcas ""chanchitos"")
  #TerceRetiro10xCientoSinTC #ReformaTributariaEsMasHambre @GobiernodeChile @KarlaEnAccion https://t.co/9Z0RGJesAT",1384723298567823361,es,2021-04-21T04:18:55.000Z,0,0,0,0,"",Leandro B,"Santiago, Chile",LeandroBus1,"",FALSE,2021-04-03T02:20:44.000Z
1378170538405806082,"@rodrigosepu Yo pago 
450.000 arriendo 
Luz $20.000
Agua $13000
Wifi$14990
Gas $17000
Mercaderia $150000 (también con las ofertas y marcas ""chanchitos"")
  #TerceRetiro10xCientoSinTC #ReformaTributariaEsMasHambre @GobiernodeChile @KarlaEnAccion",1384723158578737152,es,2021-04-21T04:18:22.000Z,0,0,0,0,"",Leandro B,"Santiago, Chile",LeandroBus1,"",FALSE,2021-04-03T02:20:44.000Z
1378170538405806082,@MinDesarrollo @KarlaEnAccion @GobiernodeChile @BuenosDiasTVN Ningun presidente y ningún político sirve todos son una basura ellos comen del mismo plato no quiere bien estar para el pueblo ellos quieren que el pueblo siga arrodilló y ellos llenándose sus arcas . Lo política es muy sucia   #TerceRetiro10xCientoSinTC pueblo pasando hambre https://t.co/O0VvIzHUGB,1384722411183091714,es,2021-04-21T04:15:24.000Z,0,0,1,0,"",Leandro B,"Santiago, Chile",LeandroBus1,"",FALSE,2021-04-03T02:20:44.000Z
1378170538405806082,@MinDesarrollo @KarlaEnAccion @BuenosDiasTVN Ningun presidente y ningún político sirve todos son una basura ellos comen del mismo plato no quiere bien estar para el pueblo ellos quieren que el pueblo siga arrodilló y ellos llenándose sus arcas . Lo política es muy sucia   #TerceRetiro10xCientoSinTC pueblo pasando hambre https://t.co/Z9sG8S6hSm,1384722380241711108,es,2021-04-21T04:15:17.000Z,0,0,0,0,"",Leandro B,"Santiago, Chile",LeandroBus1,"",FALSE,2021-04-03T02:20:44.000Z
137908729,@MinDesarrollo @KarlaEnAccion @meganoticiascl Sra Karla le regalo 100 mil para que viva un mes y después me cuenta como logró sobrevivir,1384704320906698752,es,2021-04-21T03:03:31.000Z,0,0,0,0,"Soltera , Contador, enojona, amante del tequila margarita, mis hijos y los gatos  y odio   la mentira, y que no fiscalizen  a las empresas en chile",pilulita,"",piluli,"",FALSE,2010-04-28T03:11:32.000Z
1381076789255098375,"@GobiernodeChile @KarlaEnAccion Se habla de las AFP, que apropósito aproveche y encuentro excelente que la gente pueda acceder a sus fondos y disponer de ello, pero que pasa con los adultos mayores que se jubilaron por sueldo vitalicio? Ellos también necesitan de sus fondos",1384700446053437440,es,2021-04-21T02:48:07.000Z,0,0,0,0,🥰❤🎊,Fernanda,"",Fernand13806804,"",FALSE,2021-04-11T02:49:19.000Z
1384330569279025152,@KarlaEnAccion  a mi no me toca ningun bono del gobierno y encuentro injusto q a mi madre q ya no trabaja ase 25 años no le corresponda ningun bono es insolito una mujer de 73años recibe una pension de 170.000mil pesos aparte yo soy padre divorciado y pago pension de alimentos,1384719397521170440,es,2021-04-21T04:03:25.000Z,0,0,0,0,Me gusta la musica compartir con amigos y conocer personas,Carlos,"",Carlos60218158,"",FALSE,2021-04-20T02:18:38.000Z
1399515744,"@MinDesarrollo @KarlaEnAccion 
Mi mamá 92, postrada, jubilada, con reg. social, no ha recibido nada. 
Para pedir algo debe tener #claveúnica que no tiene
¿Por que debe postular, si uds. tienen todos sus datos?
La opción: ir a pedirla y exponerla a un posible contagio
No entiendo",1384716845576564736,es,2021-04-21T03:53:17.000Z,0,0,0,0,Yo estoy aqui!!!!!!!,Jorgito Fuentes,"",jorgitofuentesv,"",FALSE,2013-05-03T11:36:30.000Z
1403789485,"@Mary_chile @SubseEdSuperior @Mineduc @SESuperiorChile @GobiernodeChile @JuanE_Vargas @raulfiguersa Hay que apelar y presentar hasta los papeles de la cesárea,  Es increíble que los diferentes entes gubernamentales no crucen la información. Este chico  tiene todo para La gratuidad pero tomaron el registro social de hogares antiguo. @KarlaEnAccion",1384730435255681024,es,2021-04-21T04:47:17.000Z,0,0,0,0,"Amante del futbol la cerveza y el buen asado.. Amo cocinar ,no estoy gordo es puro amor  #Patipelao de nacimiento",Gabo,"Santiago, Metropolitana de San",gafer_91,"",FALSE,2013-05-05T01:13:37.000Z
150836820,@ceciliamorel @SENAMAGOB @GobiernodeChile @KarlaEnAccion @octaviovergara @MinDesarrollo De verdad no puedes estar con semejante psicópata. Salga de ahí señora!,1384722338449608707,es,2021-04-21T04:15:07.000Z,0,0,0,0,🐷,Dannicuicui,"",Danni_cuicui,"",FALSE,2010-06-01T23:33:39.000Z
152007449,"@ahlexxx9 muchos que no han recibido ningun bono, muchas micropyme EIRL que no pueden con más créditos, mayoría de Chilenos sin contrato  ni seguros de nada!
@sebastianpinera
@SII_Chile
@KarlaEnAccion",1384717952252055552,es,2021-04-21T03:57:41.000Z,0,0,0,0,"+ leyes acordes a nuestra realidad. Bye ONU. Pies en la tierra. Por un Chile no tan resentido, de risa sincera! 🦁 🇨🇱",Francisquita,"",m__ninet,"",FALSE,2010-06-04T20:51:09.000Z
1581399788,@GobiernodeChile @sebastianpinera qué pasó presidente??? Que lo hace ser así bipolar como ud mismo dice no tiene perdón de Dios lo dice ud ojo @rodrigosepu @Danipardo1410 @meconomia @KarlaEnAccion @DMatamala @JaimeColomaT https://t.co/xUPK6Vf4Hu,1384708416338268160,es,2021-04-21T03:19:47.000Z,0,0,0,0,"Veo Humanos,.... PERO no Veo Humanidad.... 😔🥺.....El Mundo Cambia Con TU Ejemplo No Con TU Opinión.",NatyLy ⏳🕊️,"",NHuentenao,"",FALSE,2013-07-09T20:46:06.000Z
1594568887,@CarolinaDiAz_ @CarabPrCentral @katymartorell @GobiernodeChile @KarlaEnAccion @meganoticiascl @BuenosDiasTVN @MuchoGustoMEGA @ContigoCHV https://t.co/6WaN5YxWZ8,1384709990380937218,und,2021-04-21T03:26:03.000Z,0,0,0,0,"Siempre junto a Nuestras FFAA, Carabineros y PDI. !!!",Teco,"",tecobravo,"",FALSE,2013-07-15T00:05:58.000Z
1615691377,@camila_vallejo @PamJiles @Camara_cl @MinDesarrollo @MinjuDDHH @KarlaEnAccion @ContigoCHV #cacerolazoya #tercerRetiroyPiñerapalaCasa #tercerRetiroyPiñerapalaCasa #tercerRetiroyPiñerapalaCasa,1384731743593406464,und,2021-04-21T04:52:29.000Z,0,0,0,0,"",Francis,"",franciscajv18,"",FALSE,2013-07-23T16:51:57.000Z
1631326796,"@la_convergencia Estoy cansada De este Desgobierno 
sin Trabajo, sin Dinero
Debemos salir a Marchar y Exigir Nuestro Dinero de la AFP #tercerretiroMV 
#marchaPorTercerRetiro
@ArayaPedro @KarlaEnAccion @Senado_Chile @Camara_cl @PamJiles @24HorasTVN @mariseka @CNNChile @Cooperativa",1384702575711301632,es,2021-04-21T02:56:35.000Z,0,0,1,1,"",#claudina@echeverria,"",claudinaechever,"",FALSE,2013-07-29T21:44:13.000Z
192393147,"@GobiernodeChile @sebastianpinera @KarlaEnAccion  siempre han llegado tarde y con letra chica cuando todo comenzó por qué no congelaron lo cobro de los servicios básicos y el precio de la canasta básica, solo provocaron endeudamiento por eso #TercerRetiro10 ya",1384710495031148546,es,2021-04-21T03:28:03.000Z,0,0,0,0,rollfsanzana@hotmail.cl,rollf,"Concepción, Chile",rollfsanzana,https://t.co/GSr4KwSC1P,FALSE,2010-09-19T01:03:25.000Z
198016846,No hay nada más perverso inhumano más cruel “”” no escuchar al pueblo palabras del @sebastianpinera  #estallido2021 #TerceRetiro10xCientoAhora @RodrigoDelgadoM @KarlaEnAccion,1384706917222780942,es,2021-04-21T03:13:50.000Z,0,0,0,0,Nada que decir,magdalena,chile,magdita59,"",FALSE,2010-10-03T03:19:53.000Z
2527535546,"Grande @sebastianpinera 
Grande @juanjoseossasc 
Grande @KarlaEnAccion 
Grande @jaimebellolio 
Cabros !! Tienen la zorra les quedó grande el poncho , atinen o este País se va a la “ b “ .  
Respeten al congreso y los ciudadanos.#cacerolazo #tercerretiroMV #PineraNocacha",1384705491427860481,es,2021-04-21T03:08:10.000Z,0,0,3,0,"",Carlos Catalán.,"",cacoapp,"",FALSE,2014-05-27T14:04:12.000Z
261996603,Te cocinaste @sebastianpinera y tu Gobierno @juanjoseossasc @rcerdan @RodrigoDelgadoM @jaimebellolio @KarlaEnAccion 🔥 Quedarán en la historia como los que nos dieron la espalda en la peor pandemia en 100 años #PiñeraSeAcabó #ElPeorGobiernoDeLaHistoria #Estallido2021 #Cacerolazo,1384703395152412673,es,2021-04-21T02:59:50.000Z,1,0,2,0,"Azul de corazón. Sueño y me mueve que haya un Chile más justo y equitativo para todas y todos. Y sí po, #AprueboConvenciónConstitucional",Tomás Castro #RenunciaPiñera #WallmapuLibre,"Santiago, Chile",tomascsilva,"",FALSE,2011-03-07T03:50:05.000Z
2743287054,@KarlaEnAccion Karla digale a Piñera que retire la presentacion al TC evite las protestas sociales. Con mucha humildad. Evite la desgracia. Use la cordura por favor,1384708946439675909,es,2021-04-21T03:21:54.000Z,0,0,0,0,"",Juan Gómez Hernández,"",juanmanuel1589,"",FALSE,2014-08-18T23:02:58.000Z
3343149069,"Según mi RSH entre Piñera y yo no hay diferencia🤪, ambos pertenecemos al 10% mas rico del Pais💵💵💵, yo cesante y él aumento su riqueza durante esta pandemia, algo no cuadra 🤦‍♀️#ife #estallido2021 @KarlaEnAccion @meganoticiascl @canal13",1384718276694102016,es,2021-04-21T03:58:58.000Z,0,0,0,0,Feliz,Maka Duques,"",MakaDuques,"",FALSE,2015-06-23T21:57:52.000Z
34201328,@sebastianpinera Y TU @GobiernodeChile SOLO LES QUEDA #RENUNCIAR @KarlaEnAccion @juanjoseossasc @jaimebellolio @GalliJF @rcerdan ETC. // #cacerolazo #estadillo2021 #ElPeorGobiernoDeLaHistoria #ElPeorPresidenteDeLaHistoria #ElPeorGobernadorDeLaHistoria #TercerRetiro10xCiento https://t.co/IODl6C1Zzg,1384698066326982658,es,2021-04-21T02:38:40.000Z,1,0,2,0,"",#RenunciaPiñeraCTM,Chile,RuLO031,"",FALSE,2009-04-22T05:57:39.000Z
351689276,"@sebastianpinera @KarlaEnAccion . Un regalo del pueblo, para un corazón miserable https://t.co/AgYhcvqiFN",1384700640568426499,es,2021-04-21T02:48:53.000Z,0,0,1,0,"",Juan Campos,Santiago. Chile,campos09juan,"",FALSE,2011-08-09T16:16:27.000Z
367486694,"@soychilecl MENTIRAAAAAAA, NO MIENTAN MAS POR FAVOR !!!!! @KarlaEnAccion",1384697092862525441,es,2021-04-21T02:34:48.000Z,0,0,0,0,"Amante de la vida, la familia soy social , directo, servidor publico a costo 0 y luchar por una igualdad para todos. No voy a la izquierda menos a la derecha .",2.0,"Santiago,Chile",JockerSalfa,"",FALSE,2011-09-04T01:54:41.000Z
38356393,Defiendete solo cagón @sebastianpinera @KarlaEnAccion,1384726809099571205,es,2021-04-21T04:32:52.000Z,0,0,1,0,"fui la Mascota Bullanguera, desde 1999, hasta el 2015. ahora es una totalmente cuenta personal puedo dar mi opinión.",ex mcbullanguera Mascota,"Santiago, CHILE",mcbullanguera,"",FALSE,2009-05-07T03:21:56.000Z
