author_id,id,created_at.x,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,url,description,verified,created_at.y,username
1007049566,1384645212635598857,2021-04-20T23:08:38.000Z,es,"@daniel_nunez_a No es una provocación, es un acto. Si te sientes provocado es tu problema.",0,0,1,0,Alejandro Covarrubias,"",Interesado en verificar como con el IVA y otros impuestos  ( total 25%) ya trabajamos una semana cada  mes para el fisco.,FALSE,2012-12-12T18:51:35.000Z,Vamos_A_Londres
1053107032658714627,1384666690970083333,2021-04-21T00:33:59.000Z,es,@gino_sturla @cristobal_palma @gabrielboric @DMatamala @alejandramatus @PamJiles @paulanarvaezo @r_guerrerof @GiorgioJackson @mirnaschindler @gonzalowinter @pablovidalrojas @danieljadue @HeraldoMunoz @daniel_nunez_a @camila_vallejo @ramonlopez54 Aqui un paper relacionado que puede ser util para esta discusion: https://t.co/5LrWweECFI,0,0,0,0,Federico Huneeus,https://t.co/yt5CXb1e9T,I study the behavior of firms | Economist at the Central Bank of Chile @bcentralchile. Previously: @YaleEconomics Postdoc | @PrincetonEcon PhD,FALSE,2018-10-19T02:14:17.000Z,FedericoHuneeus
1055786642739548163,1384636549225226242,2021-04-20T22:34:13.000Z,es,@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile Y se van a quedar sentados esperando que pasa..es ahora cuando tienen que demostrar por que mierda votamos por uds,0,0,0,0,Paola Ramírez,"",SOY PERFECTAMENTE IMPERFECTA🧡🧡🧡,FALSE,2018-10-26T11:42:05.000Z,Paola19814513
1063096597557448704,1384674487992557576,2021-04-21T01:04:58.000Z,es,"@daniel_nunez_a Callate 💩

Que hay de ajustar el sueldo de los parasitos del congreso a la realidad del pais?",0,0,0,0,Suricata,"","",FALSE,2018-11-15T15:49:15.000Z,antroniana
106734139,1384667938125398017,2021-04-21T00:38:56.000Z,tl,@daniel_nunez_a Chapala,0,0,0,0,Charly,"",Tengo la bendición de poder cumplir mis sueños. Feliz con mis mujeres,FALSE,2010-01-20T14:44:43.000Z,facundo_fx
107725820,1384665063332749312,2021-04-21T00:27:31.000Z,es,"@KarolCariola @camila_vallejo @daniel_nunez_a @GorgioJackson @GaelDiputada @gabrielboric
@mariseka 
Que se necesita para presentar una acusación constitucional contra Piñera.
Hay notable abandonó de deberes al dejar al pueblo sufrir de Ambre, violación de DDHH etc.",0,0,0,0,carlos # Daniel Jadue Presidente,"","Comunista, luchando por los derechos de los trabajadores",FALSE,2010-01-23T14:27:48.000Z,carlos1973aceve
109961313,1384637544688668672,2021-04-20T22:38:10.000Z,es,"@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile Ningún voto para cualquier candidato Cercano a Piñera, paras las constituyentes y presidenciales. No queremos mas asesinos e indolentes en este país.",0,0,1,0,luis salinas salazar,"","",FALSE,2010-01-30T21:24:52.000Z,lass39
111032669,1384723736071397377,2021-04-21T04:20:40.000Z,es,@daniel_nunez_a Desde manaña todos a acampar afuera del TC pacíficamente a hacer presión ¡¡... No nos moveran¡ https://t.co/BRsfgVUWSh,0,0,0,0,APRUEBO,"",Resurrección del pueblo?,FALSE,2010-02-03T15:47:30.000Z,Guszalo
1123659022031314946,1384645252494069760,2021-04-20T23:08:48.000Z,es,@daniel_nunez_a @PCdeChile Cazerolazo no estallido 2.0 y era,0,1,0,0,Luis Alarcon,"","",FALSE,2019-05-01T18:42:42.000Z,LuisAla03324583
116557229,1384645655558295552,2021-04-20T23:10:24.000Z,und,@daniel_nunez_a @ZurdoCritico #AcusacionConstitucionalAPiñera,0,0,0,0,Michael Diaz 🌈,https://t.co/og02IzAPy5,"El wn de la sal, sigan mi IG del emprendimiento @que_sal_",FALSE,2010-02-22T22:16:10.000Z,mdiazmancilla
1176113006184488960,1384648797809164288,2021-04-20T23:22:53.000Z,es,"@daniel_nunez_a La pelota es MÍA.....
Mucha plata para ser weonnnn.
Así te recordarán.",0,0,0,0,kekoBowmanbotaelmono,"",🤔,FALSE,2019-09-23T12:36:17.000Z,keko21210707
118415203,1384638756767031302,2021-04-20T22:42:59.000Z,es,@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile Y tu qué harás al respecto? si tu voto para el dictador no vale nada,0,0,0,0,🇨🇱 Michel J 🇨🇱,"","Profesor.
Me sigues, te sigo.",FALSE,2010-02-28T16:25:46.000Z,MGJorquera
1185565489134800901,1384736827102334977,2021-04-21T05:12:41.000Z,es,"@daniel_nunez_a Por las Calles de Santiago Veo.....

ADIOS SEBASTIAN 
ADIOS SEBASTIAN",0,0,0,0,cHarli,"",Tranquilidad,FALSE,2019-10-19T14:37:13.000Z,char1234ch
1185565489134800901,1384638229731815424,2021-04-20T22:40:53.000Z,es,"@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile MARISELA .....hagan su pega ahora
Acusación Constitucional contra el Millonario PIÑERA ahora y que vaya a la carcel. VEREMOS SI LOS PARLAMENTARIOS SON DE VERDAD",0,0,0,0,cHarli,"",Tranquilidad,FALSE,2019-10-19T14:37:13.000Z,char1234ch
1185981957932535809,1384680038642114566,2021-04-21T01:27:01.000Z,es,@daniel_nunez_a No puedo porque tengo mi olla llena gracias a Dios y a qué siempre he trabajado y vivo en la pintana,0,0,1,0,Magic,"","Soy del 22 %...a mucha honra Dios ,patria,libertad.",FALSE,2019-10-20T18:12:02.000Z,rivera_sanhueza
1187080108739321856,1384635333799727106,2021-04-20T22:29:23.000Z,es,@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile Creo que llegó la hora del adiós para @sebastianpinera en sus manos esta @mariseka saquemos la rata de la moneda!!!!,0,0,0,0,Sebastián Olea B.,"",Padre de una hermosa niña y otra en camino. Se que vamos por buen camino!!!,FALSE,2019-10-23T18:55:46.000Z,SebaOleaB
1187957488848719873,1384719728002936837,2021-04-21T04:04:44.000Z,es,"@daniel_nunez_a https://t.co/eAl5F57eyc

Mire por eso Sebastián Piñera debió ser acusado constitución lamente los pacos intentando entrar un block por sonar sus ollas",0,0,0,0,楓,"","Hola💖
No me gusta las injusticias.
Defiendo a los niños, animales, y alas personas mayores.",FALSE,2019-10-26T05:01:59.000Z,Amann86130009
1188535818803187712,1384714681441529858,2021-04-21T03:44:41.000Z,es,@mariseka @Diputados_PC @daniel_nunez_a @PCdeChile @ValeMirandaCC @KarolCariola @carmen_hertz @jjcc_chile @DiputadoMoraga @luiscuellop @PrensaPCdeChile Y cual será la solución??,0,0,0,0,Lichita,"","",FALSE,2019-10-27T19:20:09.000Z,lichitalau
