author_id,text,created_at.x,id,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,url,created_at.y,description,verified,username,location
10085882,"Mirar a Chile, un poco también a  América Latina y el mundo, desde el mesianismo, el fanatismo, el populismo y la farandulización, con dos provocadoras ""vacunas"": feminismo y redes sociales. Siempre desde la duda sugerente @eugeniotironi
en el @cepchile https://t.co/dWOIFeiOBW",2021-04-15T14:21:53.000Z,1382700711352340481,es,0,0,2,1,ricardoroman,https://t.co/ynrVUqyPV4,2007-11-09T02:06:04.000Z,"Transformar la Educación creatividad maker robótica  innovación educación emocional coaching Chile - America Latina - España
| Director @ColegioABG y FabLab ABG",FALSE,ricardoroman,"-33.358106,-71.663140"
1045449656845697025,"#PensandoEnPolítica 🎙 | Estreno segunda temporada de nuestro podcast ""Pensando en Política"" @ASECH_ag 
Conversamos junto a @eugeniotironi sobre la elección de los Constituyentes. Abordamos sus proyecciones y expectativas frente a este histórico momento.
https://t.co/9yALGbcfau",2021-04-06T18:00:53.000Z,1379494334932910080,es,5,0,10,1,Pensando en Política,https://t.co/x1mYwEK79y,2018-09-27T23:06:36.000Z,Somos una comunidad que fomenta la discusión política a través de la reflexión y el respeto mutuo. Tu opinión nos importa: ¡Conversemos de política! 👇🏽,FALSE,pensarnpolitica,""
104827762,"@eugeniotironi La responsabilidad individual es de sentido común, en tanto que la del Estado se desdibuja intencional y permanentemente, desde las 7 modernizacaiones hacia adelante.",2021-04-17T21:37:29.000Z,1383535110251638793,es,0,0,0,0,Fernando Espinoza,"",2010-01-14T14:36:32.000Z,"",FALSE,feresaar,""
114331554,@eugeniotironi ¿Barra?,2021-03-29T03:01:13.000Z,1376368821922111489,eu,0,0,0,0,Marketview BC,http://t.co/5UK7tz7YnR,2010-02-15T01:47:13.000Z,Nuestra misión es apoyar a las empresas a ser exitosas. Somos un equipo de profesionales Evangelizadores del Marketing y de la Estrategia bien implementada.,FALSE,MarketviewBC,Chile
117840570,"🔘Comenzó el encuentro ""¿Tenemos vacuna contra el mesianismo político? junto a @eugeniotironi, Carmen Le Foulon y Leonidas Montes.

Sigue la transmisión a continuación:
https://t.co/8Y3ylZ0qAn https://t.co/TJgRYNLM5E",2021-04-14T22:42:21.000Z,1382464269841797122,es,1,1,4,1,El CEP,https://t.co/DTxJ9OSOnA,2010-02-26T20:00:10.000Z,"Desde 1980 un lugar de reflexión, encuentro y debate sobre ideas y políticas públicas. #CEP40Años https://t.co/4BYk3QNzS4",FALSE,cepchile,"Sótero Sanz 162, Santiago"
117840570,"🔵 ¡HOY 18:30 hrs! Seminario: “¿Tenemos vacuna contra el mesianismo político?” junto a @eugeniotironi, Carmen Le Foulon y Leonidas Montes

Inscríbete a continuación
https://t.co/rEIQeWEcyv https://t.co/OvPAoKiQB4",2021-04-14T13:26:31.000Z,1382324389820125190,es,0,0,2,0,El CEP,https://t.co/DTxJ9OSOnA,2010-02-26T20:00:10.000Z,"Desde 1980 un lugar de reflexión, encuentro y debate sobre ideas y políticas públicas. #CEP40Años https://t.co/4BYk3QNzS4",FALSE,cepchile,"Sótero Sanz 162, Santiago"
117840570,"🔴¡Próximo miércoles 14 de abril 18:30 hrs! Seminario: ""¿Tenemos vacuna contra el mesianismo político?"" junto a @eugeniotironi , Carmen Le Foulon y Leonidas Montes

Inscríbete acá:
https://t.co/rEIQeWEcyv a través de @cepchile",2021-04-09T13:39:35.000Z,1380515739891814403,es,2,0,6,0,El CEP,https://t.co/DTxJ9OSOnA,2010-02-26T20:00:10.000Z,"Desde 1980 un lugar de reflexión, encuentro y debate sobre ideas y políticas públicas. #CEP40Años https://t.co/4BYk3QNzS4",FALSE,cepchile,"Sótero Sanz 162, Santiago"
118927018,@cseebach @pablobelgique @eligeeducar @JoaquinWalker @veronicacabezas @claro @tomasrecartb @Ignacio_Irarraz @JPobletea @JoseWeinstein @humbertosichel @robertomendez @eugeniotironi Sería ideal que esa valoración se viera reflejada en los sueldos,2021-04-01T16:09:24.000Z,1377654337124634626,es,0,0,1,0,alejandra arze,"",2010-03-02T03:53:29.000Z,"",FALSE,alearze,"santiago, chile"
1213821600727887873,"@Sergioespana @eugeniotironi El otro error creer q se comparan, se trata de explicarse los hechos, ahondar posibles causas, para buscar soluciones, o vías de consenso, pero bueno así estamos",2021-03-16T23:21:18.000Z,1371964823009951748,es,0,1,0,0,Ulises Santiago,"",2020-01-05T13:56:45.000Z,Ingeniería y antropología,FALSE,UlisesS03633474,""
1213821600727887873,"@Sergioespana @eugeniotironi Explicación, q es distinto pero bueno el tamiz ideológico q le vamos a hacer, así estamos",2021-03-16T23:28:04.000Z,1371966527256338433,es,0,0,0,0,Ulises Santiago,"",2020-01-05T13:56:45.000Z,Ingeniería y antropología,FALSE,UlisesS03633474,""
1215719702993014784,"@bernardolarrain @clausanhueza @eugeniotironi @cseebach @jorgeerrazuriz @natigonzalez_b @susanajimenezs @mclarof @AldoLema_cl @rdparedes @ccifuentesh El problema ha sido justo como este tuit. Han explicado los beneficios del crecimiento de manera tan enredada que nadie entiende nada. Mientras sigan intentando parecer sofisticados e intelectuales, seguirán ultra desconectados y hablándose al ombligo",2021-04-11T16:30:56.000Z,1381283636767567873,es,0,0,0,0,Cristián Sepúlveda,"",2020-01-10T19:39:06.000Z,"Liberal, amante de la cultura y del libre mercado. Pero lo de libre sin eufemismos...",FALSE,CristinSeplved2,"La Florida, Chile"
1221957938006364160,@revistapasando @VieragalloQ @Juventud_PPD @MarianaPerryF @red_seca @citizenalmeida @cafe_c_historia @revista_trama @eugeniotironi @claudiorar @CIDOC_UFT Un eslabón perdido pues la CS hablaba de una mayoría por los cambios y una opción socialista post dictadura. Los cambios y el socialismo quedaron en el camino.,2021-03-19T19:42:53.000Z,1372997022006059009,es,0,1,0,0,Granuja,"",2020-01-28T00:47:46.000Z,"Soy un viejo critico
Soy un vejete fome, dice mi nieto
Ciudadano, no súbdito, ni cliente
 Camino por la vereda izquierda
 Alma mater Universidad del Matadero",FALSE,Granuja17,""
1227035418421604352,@eugeniotironi El socio listo tironi (con minúscula)E l sociólogo AD hok. Hoy columnista del mercurio iluminándonos con sus renovados y profundos análisis manito en la pera. Que ser humano más charcha....,2021-04-06T23:35:42.000Z,1379578594297536512,es,0,0,0,0,Pabliz,"",2020-02-11T01:03:44.000Z,Bioquímico(Ph.D). Microbiólogo amante de los biofilms. Músico y papá todos los días.,FALSE,AlvizPablo,Osorno
1238145538945683457,@eugeniotironi You too?,2021-03-26T00:58:34.000Z,1375250794304438274,en,0,0,0,0,Luz Olguin 🇪🇦🇮🇱🇨🇱,"",2020-03-12T16:51:30.000Z,"De España al Sur de Chile, Teaching and farming..",FALSE,LuzOlguin5,""
1248326794220056582,"@bernardolarrain @clausanhueza @eugeniotironi @cseebach @jorgeerrazuriz @natigonzalez_b @susanajimenezs @mclarof @AldoLema_cl @rdparedes @ccifuentesh Pongamonos serios: Modernizar la empresa significa no solo un ""buen trato con proveedores y vecinos"" sino la remuneración justa de los trabajadores, el respeto de la ley (aunque sea precaria), la participación de trabajadores en toma de decisiones q les competen y mucho más.",2021-04-11T17:56:32.000Z,1381305179136536579,es,0,0,2,0,ChasK,"",2020-04-09T19:08:12.000Z,"33.000 y contando
y Coquimbo a Fase 2
con Coronavac serían 6.600",FALSE,ChasK00N,""
1257741441574543365,"@RuizFernandezDJ @eugeniotironi Es la raza ! , decían por ahí...",2021-04-07T02:38:44.000Z,1379624654072123397,es,0,0,0,0,victor tapia,"",2020-05-05T18:38:37.000Z,"Antofagastino.
Libertad y Justicia , siempre !!!",FALSE,victort31381501,""
1264578497604960258,Culpar a otros y evadir responsabilidades es de la esencia de la izquierda @eugeniotironi https://t.co/usUo8AAgrV,2021-04-13T11:39:00.000Z,1381934946009382912,es,0,0,0,0,Fernando Silva Zavan,"",2020-05-24T15:26:34.000Z,"Chileno, Patriota, Católico, Libertario, MBA, Gestión de Riesgos, ORSA, Seguros, Tai Chi Kong, Bicicletas, Motos
Omnia mea mecum porto",FALSE,FdoSilvaZavan,"Santiago, Chile"
1268713606872473601,"@bernardolarrain @clausanhueza @eugeniotironi @cseebach @jorgeerrazuriz @natigonzalez_b @susanajimenezs @mclarof @AldoLema_cl @rdparedes @ccifuentesh Algo que decir??????
https://t.co/aMBYmKuHM7",2021-04-11T17:24:40.000Z,1381297156980580352,es,0,0,0,0,Pelao,"",2020-06-05T01:18:03.000Z,"",FALSE,Pelao93709051,""
1284650230756134913,@ASECH_ag @eugeniotironi @PabTorrejon @tsilvasepulveda @marcos_rivas @QuintaEmprende @diariosustentab @Poder_Liderazgo @banigualdad Excelente 👏👏👏,2021-04-05T15:04:51.000Z,1379087644395724801,es,0,0,0,0,Separafilas,https://t.co/iFSs8Mgqvd,2020-07-19T00:44:32.000Z,"|☎️ 2 2840 2161  | 👨🏻‍💻 hola@separafilas.cl |Delimita Accesos, Protege Exhibiciones, Encausa el flujo de personas, Guía, Cierra o Demarca espacios",FALSE,separafilas,"Santiago, Chile"
1292903090782445568,Esta vez me parece un comentario razonable ⁦@eugeniotironi⁩ https://t.co/7Fb8FTfMZx,2021-04-13T12:14:56.000Z,1381943986886152196,es,1,0,1,0,RafaelHirmasS,"",2020-08-10T19:18:58.000Z,abuelo feliz / azul / anti z / 100%P 🇨🇱 🇵🇸 🇨🇱,FALSE,RafaelHirSa,""
1308520121980407808,"@radiobeethoven @eugeniotironi Hola¡¡¡ para ser socio, hay que pagar algo?? No tengo idea de cuales son las condiciones",2021-04-19T19:18:00.000Z,1384224781508112387,es,0,0,0,0,Patricia,"",2020-09-22T21:35:01.000Z,alegre,FALSE,Patrici74657096,""
1313994689402605569,@eugeniotironi 👏🏻👏🏻👏🏻✅,2021-04-13T16:08:57.000Z,1382002878471102469,und,0,0,0,0,gloria,"",2020-10-08T00:09:22.000Z,Resiliente,FALSE,gloria93558245,""
1314269586066477056,@eugeniotironi Estimados: Los quiero Invitar a este importante evento: https://t.co/r3oSXcHkjJ,2021-04-08T14:23:11.000Z,1380164321083338753,es,0,0,0,0,Rainbowcubits,https://t.co/Ksc3HaZCMA,2020-10-08T18:21:32.000Z,"#Sostenibilidad, transparencia, confianza. Con nuestra plataforma #Blockchain.
Los inversionistas están atentos...",FALSE,rainbowcubits,"Santiago, Chile"
1323223190,"Opinión | “Fin del binarismo”, por @eugeniotironi https://t.co/eyTSYBFfwn https://t.co/S6WNew2iXO",2021-03-31T01:20:00.000Z,1377068124420329473,es,3,0,6,0,El Mercurio,https://t.co/a8WU1ZkxqF,2013-04-02T20:29:26.000Z,Cuenta del diario El Mercurio.,TRUE,ElMercurio_cl,"Santiago, Chile"
1323223190,"Opinión | “Gracias, no queremos sus aplausos”, por @eugeniotironi https://t.co/nddMjm7LNl https://t.co/pjL5vWTCh4",2021-04-13T17:40:00.000Z,1382025792155099140,es,11,1,27,1,El Mercurio,https://t.co/a8WU1ZkxqF,2013-04-02T20:29:26.000Z,Cuenta del diario El Mercurio.,TRUE,ElMercurio_cl,"Santiago, Chile"
1323223190,"Opinión | “Fin del binarismo”, por @eugeniotironi https://t.co/eyTSYBFfwn https://t.co/LUbxH7opLU",2021-03-30T15:00:01.000Z,1376912101223063556,es,0,0,1,0,El Mercurio,https://t.co/a8WU1ZkxqF,2013-04-02T20:29:26.000Z,Cuenta del diario El Mercurio.,TRUE,ElMercurio_cl,"Santiago, Chile"
1323223190,"Opinión | “Gracias, no queremos sus aplausos”, por @eugeniotironi https://t.co/nddMjm7LNl https://t.co/eZfFwbZxOo",2021-04-14T01:20:00.000Z,1382141554521903105,es,1,0,5,1,El Mercurio,https://t.co/a8WU1ZkxqF,2013-04-02T20:29:26.000Z,Cuenta del diario El Mercurio.,TRUE,ElMercurio_cl,"Santiago, Chile"
