author_id,text,lang,id,created_at.x,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,username,name,description,created_at.y,verified,url
100316320,@patricionavia Nunca le apuntas¡¡¡ como lo haces??,es,1384735500683120641,2021-04-21T05:07:25.000Z,0,0,0,0,Gusbascu,Gustavo Bascuñán,Hombre mirando al SurEste¡¡¡,2009-12-29T20:44:54.000Z,FALSE,""
101116802,@patricionavia @Emol Briones es muy saconde brea 🤡🤡,es,1384711773702475778,2021-04-21T03:33:08.000Z,0,0,0,0,fpizarro09,fpizarro,Beatlemaniaco desde siempre ....,2010-01-02T02:44:25.000Z,FALSE,""
1032299589490155520,@ursidozurdo @patricionavia Jaja,es,1384710652971864067,2021-04-21T03:28:41.000Z,0,0,1,0,ArishkkaCaro,Caro🤘🎶,"☕🎶⚽️
UdeChile

No sé qué haría sin música en medio de tanta locura...",2018-08-22T16:12:56.000Z,FALSE,""
1063090093316100097,@patricionavia Pato sí que nunca (a)prendió.,es,1384708722237267968,2021-04-21T03:21:00.000Z,0,0,0,0,ChileMeIndigna,¡¡¡INDIGNADO!!!,Me indigna el estado de las cosas en Chile y el mundo. Los PacosQL deben desaparecer. #ParenElWeveoEstamosChatos,2018-11-15T15:23:24.000Z,FALSE,""
107416817,@juankfromchile @patricionavia 😂. Hay que juntarlo con Clemente Pèrez. Los pitonisos.,ca,1384737918233845760,2021-04-21T05:17:01.000Z,0,0,0,0,PatricioDonas,Patricio Donald,"",2010-01-22T13:55:10.000Z,FALSE,""
1085933816500420608,@patricionavia Parejo de yuyuniz?,es,1384737196687646720,2021-04-21T05:14:09.000Z,0,0,0,0,toledodechile,Toledodechile,lleva la paz en ti y llevala a los demás,2019-01-17T16:16:12.000Z,FALSE,""
1090087846143250432,@patricionavia Me acordé de este meme jajaja Apuntenle a algo alguna vez. Por eso nadie les cree. https://t.co/sfnNNMaoY0,es,1384709984303423491,2021-04-21T03:26:01.000Z,0,1,3,0,Andresss2021,José Andrés,"Vengo del Chile, del Victor Jara y la Violeta Parra. Los Hermanos Vergara, el Cizarro y el Zafrada🎵 Profesor de inglés #SíguemeYTeSigo",2019-01-29T03:22:50.000Z,FALSE,""
109232673,@patricionavia asesorado por @allamand ...? https://t.co/rgVylBUNU6,es,1384725684652740608,2021-04-21T04:28:24.000Z,0,0,0,0,ludroguett,Luis Droguett,"",2010-01-28T11:24:44.000Z,FALSE,""
117244270,@patricionavia Mandale un mail.,it,1384715427448819715,2021-04-21T03:47:39.000Z,0,0,1,0,luciatomic,Lucía Torres Apruebo CC,"Santiago de Chile, 1970. No tengo horno microondas. No acumulo puntos.",2010-02-25T00:37:05.000Z,FALSE,https://t.co/As2fIoO923
1185565489134800901,"@patricionavia Por las Calles de Santiago Veo.....

ADIOS SEBASTIAN 
ADIOS SEBASTIAN",es,1384730876903309314,2021-04-21T04:49:02.000Z,0,0,0,0,char1234ch,cHarli,Tranquilidad,2019-10-19T14:37:13.000Z,FALSE,""
1186078068043067392,@patricionavia Errato Navia.,es,1384709311457382401,2021-04-21T03:23:21.000Z,0,0,1,0,callobass,Bajofuego,Tengo a mi tele castigada hasta que muestre la pulenta 🎶,2019-10-21T00:33:54.000Z,FALSE,""
1186395861233946624,@difamadores @FernandoLealA @patricionavia No lo vió venir... no prendió.,es,1384745537690275844,2021-04-21T05:47:18.000Z,0,0,0,0,CeciliaRiveroC1,Cecixrivc#mamáyprofe,"mamá, hija, enamorada, profesora y catlover💓",2019-10-21T21:36:40.000Z,FALSE,""
1186647448535687168,@patricionavia #perkin,und,1384709260194553858,2021-04-21T03:23:08.000Z,0,0,0,0,kwistaz,#FueraPiñera,Hell Yeah!,2019-10-22T14:17:09.000Z,FALSE,""
1188167698125086720,"@patricionavia Gracias a tu opinión, ya se qué ocurrirá todo lo contrario.",es,1384711605766791168,2021-04-21T03:32:28.000Z,0,0,0,0,norasansur62,YO APRUEBO NUEVA CONSTITUCIÓN 💞💞,Feliz Dignidad Y  Próspera Nueva Constitución💞🌻,2019-10-26T18:57:27.000Z,FALSE,""
1197351007031844864,@patricionavia El gusto de humillarte  patito 🤦‍♂️,es,1384710959193862144,2021-04-21T03:29:54.000Z,0,0,0,0,carignaro1967,Carignaro1974,Cambios estructurales now,2019-11-21T03:08:47.000Z,FALSE,""
1197745540206858240,"@PierreCurieD @patricionavia Bueno,no reculo,pero todavia hay tiempo para enmendar el error",es,1384742588654178304,2021-04-21T05:35:35.000Z,0,0,0,0,Roberto99933460,Roberto,"soy sincero le moleste a quien sea,vivo y dejó vivir,opino,acepto críticas con respeto,disfruto de las cosas https://t.co/3LCaWP6erw la izquierda ni derecha solo demócrata.",2019-11-22T05:16:26.000Z,FALSE,""
1201048256,Seco @patricionavia ! https://t.co/mDtg8oRyEa,es,1384733774127288326,2021-04-21T05:00:33.000Z,0,0,0,0,maticortesR,Matías Cortés Rosati #Apruebo,Estudiante de periodismo Pucv. Me gusta Stephen King y Tolkien. Aprobé.,2013-02-20T13:31:19.000Z,FALSE,""
1202251250626125825,"@patricionavia Eso no ma te digo

https://t.co/Su7kRkOl8R",es,1384723844028583936,2021-04-21T04:21:05.000Z,0,0,0,0,Matias_B96,cuma culiao,odio los absolutismos. NOOO QL! no soy comunista. voté apruebo,2019-12-04T15:40:20.000Z,FALSE,""
1232447496246439936,@patricionavia @gbrignardello Pobre no-analista!,es,1384711626339885058,2021-04-21T03:32:33.000Z,0,0,0,0,ofvalyriansteel,Two Towers,"",2020-02-25T23:29:28.000Z,FALSE,""
123676406,@patricionavia PATO #QL RETIRATE ANALISTA DE CUARTA,es,1384714960970858496,2021-04-21T03:45:48.000Z,0,0,0,0,rodrigodarlei28,RODRIGO ACOSTA GONZALEZ,AZUL POR SIEMPRE RUNNING DE 42 KM   HABITANTE DE VILLA ALEMANA PREOCUPADO POR PUENTE ALTO  TRATANDO DE SER UNA BUENA PERSONA Y DEFIENDIENDO SIEMPRE AL DEBIL,2010-03-16T21:56:45.000Z,FALSE,""
1244643140759425024,"@patricionavia Pato, únete a Parada-Gnecco y apoya a Briones......ahí es!!!!! https://t.co/fZ2Oyq7sZw",es,1384729337228836864,2021-04-21T04:42:55.000Z,0,0,0,0,mozartChile,Mozart,Chilean🇨🇱,2020-03-30T15:10:43.000Z,FALSE,""
1246586184899444737,@patricionavia jajajaja  me gusta ese afán de querer dar en el clavo... y arruinas,es,1384732381215666177,2021-04-21T04:55:01.000Z,0,0,6,0,_Gutural,「 𝖋𝖆𝖇𝖎𝖆𝖓 」,"Disperso pɑrt time ~ Apostɑtɑ ~ ex modelo (?) ~ intente vender un riñon ~ 90% memes y chistes fomes, 10% verdɑdes ~ Bleed ~ Dj Rock Metɑl #VamosUE",2020-04-04T23:51:37.000Z,FALSE,""
1255615487461011462,@patricionavia Patricio Navia alias teniente bello,es,1384724427993124864,2021-04-21T04:23:25.000Z,0,0,0,0,Chalao_again,Mau,"NO AL TPP 11
#VariantePiñeraQlo
ADOPTE NO COMPRE!!",2020-04-29T21:50:52.000Z,FALSE,""
1255615487461011462,@busryms @patricionavia Deber?,es,1384724271121973252,2021-04-21T04:22:47.000Z,0,0,0,0,Chalao_again,Mau,"NO AL TPP 11
#VariantePiñeraQlo
ADOPTE NO COMPRE!!",2020-04-29T21:50:52.000Z,FALSE,""
1278541769609752576,"@patricionavia Felicitaciones Patito, te anotaste una mas jajaajjajajajajaj",es,1384711776365916161,2021-04-21T03:33:08.000Z,0,0,0,0,que_sido,Abogado Ñirripil 🇨🇱🎺🦄🍺🍻🔪🧉🍟🍕🌭🌮🥩🌶️🧨🎺,"Ex marino, actual lustrabotas, a mi no me queda grande niu'na Ñor",2020-07-02T04:11:53.000Z,FALSE,""
128132289,@difamadores @patricionavia Siempre te pegaY el show poH patito cortala la poH wn,es,1384743535824490499,2021-04-21T05:39:20.000Z,0,0,0,0,patolateralus,ℙ𝕒𝕥𝕠𝕄𝕖𝕟𝕒𝕣𝕖𝕤,👽Alienígena que VotÉ por el #AprueboCC              💪🏿cruzado🏆🏆🏆 hasta la médula⚽el fútbol mi locura🤪🎉🤘🏿larga vida al rock✊🏿y al dios Homero🍻,2010-03-31T05:33:32.000Z,FALSE,""
1281956314311274496,@patricionavia @valpolalleva Implacable como siempre,es,1384708333832179712,2021-04-21T03:19:28.000Z,1,0,1,0,monoconcuchara,Monoconcuchara,Cállate Schalper!,2020-07-11T14:19:56.000Z,FALSE,""
1283221152064774144,@patricionavia jaja P A Y A S O,es,1384711139209134081,2021-04-21T03:30:36.000Z,0,0,1,0,TulioTheReal,Tulio Catrillanca Chadwick Larraín,intolerante 🤬,2020-07-15T02:05:49.000Z,FALSE,""
1284528820784160770,@C19A76C @pfalconb @sergioulloa1 @patricionavia ????,und,1384719395650523138,2021-04-21T04:03:25.000Z,0,0,0,0,LunaAvalon1,Luna Avalon,🌜🌟🌕☀️🌙,2020-07-18T16:42:15.000Z,FALSE,""
1286099180792971267,@difamadores @FernandoLealA @patricionavia Un Sadomasoquista recuIiao es @patricionavia. Esa obsesión que tiene de siempre querer quedar como un perfecto imbecil,es,1384740308295077888,2021-04-21T05:26:31.000Z,0,0,2,0,don_pernil2,don Pernil,Expropiador de seguidores,2020-07-23T00:42:06.000Z,FALSE,""
1306640786637950982,@patricionavia Chile no sale de esta Pandemia porque todos los cabezas de agua no hacen caso a las reglas sanitarias cada día vamos a ir de mal en peor se quejan que no hay trabajo pero no ponen absolutamente nada de su parte,es,1384717411484672001,2021-04-21T03:55:32.000Z,0,0,0,0,Estrellayoland4,Estrella yolanda,"",2020-09-17T17:07:37.000Z,FALSE,""
1308870302441635840,@Mao_68 @ximequeza @patricionavia Campeon. Lo hizo en el segundo y el TC le dió la razon.,es,1384721846105432066,2021-04-21T04:13:09.000Z,0,0,0,0,gonza_klein,Gonzalo Kleinstein L.,"Empresario, Filántropo y Consultor | Felizmente casado con Daniela desde hace 17 años | Papá de Yitzhak & Laura | Orgullosamente Sionista | #AmIsraelJai",2020-09-23T20:46:42.000Z,FALSE,""
1309260455232319488,"@djfatpablo @fdo_sob @patricionavia Es que estos no saben la Diferencia entre importante y urgente. Mi hermano 24 años se quedaria  sin fondos... Tiene 40 años para seguir juntando. 
Demás que se puede hacer un sistema de retribución y bajar la sobrevida para mejorar las pensiones.
Ese argumento es falso.",es,1384738239131668481,2021-04-21T05:18:18.000Z,0,0,1,0,_Mypc_20,🌺_MaríaCorazonPartido_🌺,"Personaje de un cuento, invención de mi mente, cantante de historias, esclava del detalle alumbrado...dos ciudadanías dos nacionalidades.. Un corazón partido 💕",2020-09-24T22:36:45.000Z,FALSE,""
1309260455232319488,"@fdo_sob @patricionavia Mujeres de que edad..?
De 25 años o sea con 35 años para seguir cotizando ?  Cuantos inmigrantes?
Perder la casa es irreversible perder tu pyme es irreversible.. Lo otro basta bajar la sobrevida  y se revierte.
Deja de desinformar.",es,1384737072922177538,2021-04-21T05:13:40.000Z,0,0,1,0,_Mypc_20,🌺_MaríaCorazonPartido_🌺,"Personaje de un cuento, invención de mi mente, cantante de historias, esclava del detalle alumbrado...dos ciudadanías dos nacionalidades.. Un corazón partido 💕",2020-09-24T22:36:45.000Z,FALSE,""
1309260455232319488,"@fdo_sob @patricionavia No inventes... Nadie va a quedar sin pensión y tu deberias saberlo.
Los casi 3 MM que quedarian sin fondos son jóvenes entre 24 y 30 años que están recién imponiendo + Más inmigrantes. Tienen 35 años y varias reformas para reunir fondos.
Ya basta de desinformar.",es,1384728039611850754,2021-04-21T04:37:46.000Z,0,1,0,0,_Mypc_20,🌺_MaríaCorazonPartido_🌺,"Personaje de un cuento, invención de mi mente, cantante de historias, esclava del detalle alumbrado...dos ciudadanías dos nacionalidades.. Un corazón partido 💕",2020-09-24T22:36:45.000Z,FALSE,""
1309260455232319488,@fdo_sob @patricionavia https://t.co/5Jtq8235pS,und,1384729571711459328,2021-04-21T04:43:51.000Z,0,0,0,0,_Mypc_20,🌺_MaríaCorazonPartido_🌺,"Personaje de un cuento, invención de mi mente, cantante de historias, esclava del detalle alumbrado...dos ciudadanías dos nacionalidades.. Un corazón partido 💕",2020-09-24T22:36:45.000Z,FALSE,""
1316506197235822592,@patricionavia te fuiste de pantallazo... pato unplugged,es,1384719378789371904,2021-04-21T04:03:21.000Z,0,0,0,0,procesologo,Ricardo Rojas,"Libertad de opinión conlleva obligación de Pensamiento -  Estudiante de Ingeniería,  Procesólogo, Papa y ciudadano del mundo.  hablemos!",2020-10-14T22:28:43.000Z,FALSE,https://t.co/AQuhIggyAK
13177742,@patricionavia 🤪 https://t.co/9MLTx66Dil,und,1384714376771473408,2021-04-21T03:43:28.000Z,0,0,0,0,CristianWWIII,Cristian Freeman,"Especialista de Marketing, Publicidad y Medios en WOM Chile y Trader 📈🚀🍾",2008-02-06T21:15:33.000Z,FALSE,https://t.co/cHZdP4uOdu
1359191307105816576,Decías @patricionavia ? https://t.co/RwvDm1ky0a,es,1384718271367327744,2021-04-21T03:58:57.000Z,0,0,0,0,Fabian73428142,GokChile,Amor por Chile y mis Compatriotas,2021-02-09T17:24:27.000Z,FALSE,""
