author_id,id,created_at.x,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,description,url,created_at.y,username,location,verified
100798620,1384599745843322894,2021-04-20T20:07:58.000Z,es,"🛑Ahora el gas, ayer las ""cascadas"" del Grupo Matte, Grupo Luksic (Sudamericana de Vapores) y ¿todo tan normal??? cc @GiorgioJackson @DiputadoMonsalv @danielverdessi @camila_vallejo @Claudia_Mix @MiguelCrispiS https://t.co/NeEveFyp7M",0,0,0,0,miguel navarro,"Aún se puede, pero cada día las probabilidades bajan...",https://t.co/Z1GgQaQxXT,2009-12-31T16:28:58.000Z,cloudmig,Chile,FALSE
1022559624438984704,1383994415316828161,2021-04-19T04:02:36.000Z,es,"@javiparada @MiguelCrispiS @javiparada Eres una mujer libre, y puedes elegir donde quieres estar, que nadie te diga lo contrario, y menos aquellos que si estás de su te dicen amiga, pero sino te llaman  enemiga o traidora.",0,0,0,0,RECOLETANO FULL (#NuncaMasAlcaldeyJamasPresidente),"","",2018-07-26T19:09:47.000Z,Lbt2020,"",FALSE
106924493,1384131653736439811,2021-04-19T13:07:56.000Z,es,"@javiparada @MiguelCrispiS La libertad de pensamiento y decisión es fundamental en democracia, respetar y seguir siendo amigos a pesar de no pensar iguales, eso es cultura cívica y democracia",0,0,0,0,AML,"","",2010-01-21T02:49:19.000Z,alejandro_sacha,"",FALSE
107458101,1384578720824971265,2021-04-20T18:44:25.000Z,es,@MiguelCrispiS @Senado_Chile @vladomirosevic @Mayafernandeza @RDemocratica Bien Miguel! 👏👏👏👏,0,0,0,0,Pablo Abarca Carrasco #ChileDespertó,"29, Penquista, Hualpenino, Informático, Chuncho. #RedMeteoAficionada #VigíasDelTiempoChile #SoyDonante Integrante de https://t.co/UhVFxYiENQ",https://t.co/yl4YUzoRAZ,2010-01-22T16:36:49.000Z,pablolabarcac,"Hualpén, Concepción, Chile",FALSE
107478254,1384627248335106050,2021-04-20T21:57:15.000Z,es,@LPsijas @MiguelCrispiS @Mayafernandeza Claramente no entendiste nada,0,1,0,0,Sito Chalo,"Enfermero en tiempos de Covid💉 LGBTI 🏳️‍🌈, cocinero amateur, enojón, siempre por la izquierda.",https://t.co/BNKOtKpzN2,2010-01-22T17:57:44.000Z,g_medinaf,"Coronel, Concepcion Chile",FALSE
107478254,1384596223873724417,2021-04-20T19:53:58.000Z,es,"@LPsijas @MiguelCrispiS @Mayafernandeza Nadie se esta apoderando de su decisión, si usted quiere seguir viviendo hasta su muerte natural es libre de hacerlo. La persona que elige la #Eutanasia tambien es libre de hacerlo.",0,1,4,0,Sito Chalo,"Enfermero en tiempos de Covid💉 LGBTI 🏳️‍🌈, cocinero amateur, enojón, siempre por la izquierda.",https://t.co/BNKOtKpzN2,2010-01-22T17:57:44.000Z,g_medinaf,"Coronel, Concepcion Chile",FALSE
113399505,1384579951920287755,2021-04-20T18:49:19.000Z,pt,@MiguelCrispiS @Senado_Chile @vladomirosevic @Mayafernandeza @RDemocratica Bravo!!!,0,0,0,0,La Ñaña,"Romántica viajera. Me latean soberanamente los tontos graves. La vida sin imaginación, no es nada. #soydonante #proinclusión La diversidad es buena! #loveislove","",2010-02-11T16:47:39.000Z,magiastral,"Santiago, Chile",FALSE
1142194910013067264,1384022408915390464,2021-04-19T05:53:50.000Z,es,@mcatarubio @crstmart @MiguelCrispiS Gracias por el partido que se cae a pedazos ❤️,0,0,0,0,Matías Durante Valenzuela,Ex militante de la esperanza. Ahora solo me mueve la #ciencia,"",2019-06-21T22:17:42.000Z,dificilsoportar,"Santiago, Chile",FALSE
117780530,1384509300446486534,2021-04-20T14:08:34.000Z,es,#LaEutanasiaNoEsDigna @MiguelCrispiS @KarolCariola @DocVictorTorres den cuidados paliativos a todos y NO muerte https://t.co/tgsTOwXhpi,0,0,0,0,Isabel Undurraga Lo Barnechea🇨🇱,"🇨🇱 libre de violencia, soberano y libre. Quiero comuna segura, proteger nuestro Patrimonio Natural, desarrollo urbano sustentable, desarrollo local #Rechazo","",2010-02-26T15:56:50.000Z,Miundux,"Lo Barnechea, Chile",FALSE
1185686178315603969,1384606996608032774,2021-04-20T20:36:47.000Z,es,@MiguelCrispiS @MarcelaVeraO Eso siempre a sido así ahora que lo reconozcan es otra cosa... A la cámara Chilena de la construcción le beneficia tener mano de obra barata.. Trabaje 15 años en ese rubro y la diferencia es descomunal entre la mano de obra y lo demás de un proyecto,0,0,1,0,Cristóbal Lazcano,"Electricista en el sur de Chile. 
Amo la naturaleza y a mi Familia","",2019-10-19T22:36:37.000Z,CristbalLazcan1,"Tucapel, Chile",FALSE
