author_id,lang,created_at.x,id,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,url,description,name,location,verified,created_at.y,username
1010203633818963969,es,2021-04-15T05:22:09.000Z,1382564884408320006,@pallards @jaimearevalon Sabes donde encontrar informacion sobre su propuesta de vivienda social?,0,0,0,0,"","Economy, Politics, amateur market speculator, Environment, Feelings. DM Español, English, Deutsch, Norsk, et Français...  Stock market and Life are just a game.",Rodrigo NoEstoyEnGuerra,Right behind you...,FALSE,2018-06-22T16:51:29.000Z,rdiasdevivar
1019967920,es,2021-04-08T00:41:25.000Z,1379957519808872449,@arieIIopez @almejo @pallards @rhurtubia Este tipo de cosas tiene responsables con nombre y apellido? Dejarlo a algo etereo hace dificil seguirlo,0,1,1,0,https://t.co/v22zYCBAXf,"👨‍💻 Software Engineer @ucampus_cl
🎮 Mike in @ClashRoyale
  Volunteer @RoyaleAPI
  CEO @VikingsSQ
  Analyst @Rebirthe_Sports",Willy Maikowski,"",FALSE,2012-12-18T15:08:29.000Z,WillyMaikowski
104950314,es,2021-04-09T01:11:19.000Z,1380327430167072769,@grestini @pallards Y en Concón también 😩,0,0,0,0,https://t.co/6r2cKoD3qO,Mamá,C C Sando,Viña del Mar,FALSE,2010-01-14T22:15:43.000Z,psicocecilia
105803391,es,2021-04-08T01:17:18.000Z,1379966549390397440,"@WillyMaikowski @almejo @pallards @rhurtubia Los tiene, estamos recabando los oficios firmados para denunciarlos en @Contraloriacl como hicimos anteriormente. Destruir la ciudad, exponer a las vida de las personas y hacerlo con dinero público no puede seguir siendo gratis https://t.co/mdnbJhgTpQ",1,0,2,0,https://t.co/cAllgSPi3c,"Ingeniero en transporte, magíster en urbanismo @uchile, estudiante de @doctoradoTES, investig·ando sobre movilidad, transporte y ciudad",Ariel López,Chile,FALSE,2010-01-17T14:48:12.000Z,arieIIopez
105803391,es,2021-04-08T00:32:38.000Z,1379955308303368193,"@pallards @rhurtubia @metrodesantiago En esta apuesta todos perdimos, perdió la ciudad. Podemos desplazar el hito a cuando se inaugure la estación de L7 y ver que nos deparó el tiempo. Adhiero a tus esperanzas aunque ahí se pondrá una de las peores estaciones del Metro. https://t.co/n3pAhgJAqW",1,1,5,0,https://t.co/cAllgSPi3c,"Ingeniero en transporte, magíster en urbanismo @uchile, estudiante de @doctoradoTES, investig·ando sobre movilidad, transporte y ciudad",Ariel López,Chile,FALSE,2010-01-17T14:48:12.000Z,arieIIopez
105803391,es,2021-04-07T23:48:27.000Z,1379944187710353410,"@almejo @pallards @rhurtubia La ciclovía de AVO la proyectaron ilegalmente por el parque violando el artículo 2.3.2 bis de la OGUC ¿Cómo se lo aprobó MTT y MOP? le cambiaron el nombre de ""ciclovía"" por ""ciclopaseo""

¿Cuáles son las especificaciones y restricciones de un ""ciclopaseo""?, ninguna, no existen",0,2,2,0,https://t.co/cAllgSPi3c,"Ingeniero en transporte, magíster en urbanismo @uchile, estudiante de @doctoradoTES, investig·ando sobre movilidad, transporte y ciudad",Ariel López,Chile,FALSE,2010-01-17T14:48:12.000Z,arieIIopez
105803391,es,2021-04-07T23:49:58.000Z,1379944572441231361,"@almejo @pallards @rhurtubia Y que sucede con el que gana/pierde?

Nadie gana, todos perdimos con AVO",0,1,3,0,https://t.co/cAllgSPi3c,"Ingeniero en transporte, magíster en urbanismo @uchile, estudiante de @doctoradoTES, investig·ando sobre movilidad, transporte y ciudad",Ariel López,Chile,FALSE,2010-01-17T14:48:12.000Z,arieIIopez
1062931564785479680,es,2021-04-08T01:00:20.000Z,1379962280083873800,@pallards @arieIIopez @rhurtubia @metrodesantiago Qué mal envejecieron esos tuits. 😔,0,0,0,0,"","Tenemos una emergencia de quiebre climático, extinción masiva y colapso ecológico.  #ExtinctionRebellion #ClimateStrike #FridaysForFuture",Monito 鄭悟空,"",FALSE,2018-11-15T04:53:28.000Z,MonitoDeTrapo
1069255645038370816,es,2021-04-20T13:41:23.000Z,1384502457905172482,@pallards @consejo_cpi @latercera @Techo @Minvu @cndu_chile @CamaraCChC El problema es que no existe un canal de crédito conectado directamente al diseño. Solo se inflan los valores de los bienes raíces mediante la flexibilización cuantitativa perpetrada entre gobierno y banco central. Antes ello se medía en USD y desde ahora cada vez más en Yuanes,0,0,0,0,"",Just a s.american builder longing for descentralized infrastructure as clearing house of true hearts. Erbauend befreit die Freiheit.,CristóbalGunckel,"Las Condes, Chile",FALSE,2018-12-02T15:43:06.000Z,CristbalGuncke1
1069255645038370816,es,2021-04-20T13:34:55.000Z,1384500828887818240,"@pallards @consejo_cpi @latercera @Techo @Minvu @cndu_chile @CamaraCChC Épicas descentralizadas fallan. Mientras la tensegridad financiera de la infraestructura y la vivienda subsidiada se diseñe a partir de los añejos bonos del tesoro, solo nos espera un destino como el de USA.
La construcción debe dejar de ser industria de burbujas.",0,0,0,0,"",Just a s.american builder longing for descentralized infrastructure as clearing house of true hearts. Erbauend befreit die Freiheit.,CristóbalGunckel,"Las Condes, Chile",FALSE,2018-12-02T15:43:06.000Z,CristbalGuncke1
