author_id,text,created_at.x,id,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,verified,url,username,created_at.y,name,description
1007049566,"@RNchile @cmonckeberg @DiputadosRN @desbordes @MujeresRN @SenadoresRN @JuventudRN @RafaelProhensE @jmarellano_ Pero. Si ustedes estuvieron décadas a cargo de educación y salud, .... Y dejaron la cagada !!",2021-04-08T22:07:53.000Z,1380281267569238020,es,0,0,1,0,FALSE,"",Vamos_A_Londres,2012-12-12T18:51:35.000Z,Alejandro Covarrubias,Interesado en verificar como con el IVA y otros impuestos  ( total 25%) ya trabajamos una semana cada  mes para el fisco.
104330870,Liderazgo internacional de @sebastianpinera... o no @cmonckeberg ??? https://t.co/ZRGruUhwLX,2021-04-19T21:55:59.000Z,1384264539626115076,es,0,0,0,0,FALSE,https://t.co/cV8eRU3OJf,PatoSalinasSoto,2010-01-13T01:07:50.000Z,PatoSa,Ignaciano (SIEB) Civil Minas👷‍♂️ & Economista 👨‍🎓. Hablo 🇨🇱🇬🇧🇨🇳. He vivido en 🇨🇱🇬🇧. Trabajo entre 🇨🇱 🇺🇸 🇯🇵 . -Hablo Posh no Queen English-
105912014,"Señores @MuniLaFlorida , señor @rodolfocarter esto es inaceptable y más aún día sábado,  son las 08:45 y el ruido habla por si sólo. @carlosmontestwt @cmonckeberg @pelaorebolledo https://t.co/JBfSKnuUS2",2021-04-17T12:54:21.000Z,1383403456732438532,es,0,0,2,0,FALSE,https://t.co/859eZMQGFU,pato_mayo,2010-01-17T22:34:17.000Z,Patricio Pinto,"Papá de Benja.
Socio Fundador en una pequeña Pyme de CCTV!!!
Redes en Telecomunicaciones, CCTV, Electricidad y Alarmas y Fibra Óptica."
109287557,@rodjav_ @jaimeflores_s @Ribolt @macaletelierv @tere_marinovic @BenavidesGuido @cmonckeberg @lindorfovet @sebastiansichel @SylviaEyzaguirr @PaulinaLobosH Ramillete de weas,2021-04-20T19:21:10.000Z,1384587967306555394,es,0,0,0,0,FALSE,"",nono_dono,2010-01-28T15:21:55.000Z,Chimbombo,34 inviernos/ Cerveza ❤️/ Ñoño hasta la medula/ Melómano auto diagnosticado/ Matemáticas ❤️/ Comida picante 🌶
1096773690073731072,"@cmonckeberg @RNchile Crees que la actitud de Desbordes, de tirar mierda con ventilador al gob es una actitud unificadora? Crees que con eso sube su pésimo % de apoyo. RN se está saliendo solo de la presidencial con Desbordes",2021-04-13T00:10:25.000Z,1381761657915981824,es,0,0,0,0,FALSE,"",CarlosKuhn14,2019-02-16T14:09:59.000Z,Carlos Kuhn,"Ingeniero Civil U de Concepcion, Penquista de corazon. Por una sociedad justa"
110439543,Mira tu compañera de lista @cmonckeberg https://t.co/cNEu2h2FIo,2021-04-14T06:40:15.000Z,1382222147733577728,es,0,0,0,0,FALSE,"",vivefotos,2010-02-01T15:09:56.000Z,gonzalo Vives,fotógrafo insta @vivesfoto @takirisour
1144358287405719557,@Carlita_ru @AlessandriFelip @cmonckeberg @alvaroundurraga Ingeniera comercial que esta contra de los que apoyan el comercio? este mundo esta mal,2021-04-19T09:21:08.000Z,1384074574795395074,es,0,0,0,0,FALSE,"",MartinS78275310,2019-06-27T21:34:11.000Z,Martin Salgado,"Historiador y estudiante de la psicología humana, encontrando mucha mas lógica en la mayoría de las razones de la derecha que de izquierda"
1144358287405719557,"@laflakitaliza @AlessandriFelip @cmonckeberg @alvaroundurraga Payasa el abuso sexual no es por la profesión de cura es un problema mental que va mas allá de la profesión y poco tiene que ver con eso, como son tan tarados",2021-04-19T09:16:59.000Z,1384073530959032320,es,0,0,0,0,FALSE,"",MartinS78275310,2019-06-27T21:34:11.000Z,Martin Salgado,"Historiador y estudiante de la psicología humana, encontrando mucha mas lógica en la mayoría de las razones de la derecha que de izquierda"
1144358287405719557,@GonzaloZR @AlessandriFelip @cmonckeberg @alvaroundurraga @IraciHassler Disculpas de que?,2021-04-19T09:19:52.000Z,1384074259006255113,es,0,0,0,0,FALSE,"",MartinS78275310,2019-06-27T21:34:11.000Z,Martin Salgado,"Historiador y estudiante de la psicología humana, encontrando mucha mas lógica en la mayoría de las razones de la derecha que de izquierda"
1144358287405719557,@gtblazy @AlessandriFelip @cmonckeberg @alvaroundurraga Cual fue el problema de la publicación? alguna razón valida o solo estupideces?,2021-04-19T09:19:20.000Z,1384074122641088515,es,0,0,0,0,FALSE,"",MartinS78275310,2019-06-27T21:34:11.000Z,Martin Salgado,"Historiador y estudiante de la psicología humana, encontrando mucha mas lógica en la mayoría de las razones de la derecha que de izquierda"
